nbr_asl_id,var_asl_forma_asaltar,nbr_ba_id,nbr_delin_id
914,Con armas de fuego,914,914
915,Con armas cortopulsante,915,915
916,Con armas de fuego,916,916
917,Dulces sueños,917,917
918,Con armas cortopulsante,918,918
919,Con armas de fuego,919,919
920,Dulces sueños,920,920
921,Con armas de fuego,921,921
922,Con armas cortopulsante,922,922
923,Con armas de fuego,923,923
924,Con armas de fuego,924,924
925,Con armas de fuego,925,925
926,Con armas de fuego,926,926
927,Con armas cortopulsante,927,927
928,Con armas de fuego,928,928
929,Con armas de fuego,929,929
930,Con armas de fuego,930,930
931,Con armas de fuego,931,931
932,Con armas de fuego,932,932
933,Con armas cortopulsante,933,933
934,Con armas de fuego,934,934
935,Con armas cortopulsante,935,935
936,Con armas de fuego,936,936
937,Dulces sueños,937,937
938,Con armas cortopulsante,938,938
939,Con armas de fuego,939,939
940,Con armas de fuego,940,940
941,Con armas de fuego,941,941
942,Con armas de fuego,942,942
943,Con armas cortopulsante,943,943
944,Dulces sueños,944,944
945,Con armas de fuego,945,945
946,Con armas de fuego,946,946
947,Con armas de fuego,947,947
948,Con armas de fuego,948,948
949,Con armas de fuego,949,949
950,Con armas de fuego,950,950
951,Con armas de fuego,951,951
952,Con armas de fuego,952,952
953,Dulces sueños,953,953
954,Dulces sueños,954,954
955,Con armas de fuego,955,955
956,Con armas de fuego,956,956
957,Dulces sueños,957,957
958,Con armas cortopulsante,958,958
959,Con armas de fuego,959,959
960,Con armas cortopulsante,960,960
961,Con armas de fuego,961,961
962,Con armas de fuego,962,962
963,Con armas cortopulsante,963,963
964,Extorsion,964,964
965,Con armas de fuego,965,965
966,Extorsion,966,966
967,Con armas de fuego,967,967
968,Con armas de fuego,968,968
969,Con armas cortopulsante,969,969
970,Dulces sueños,970,970
971,Con armas de fuego,971,971
972,Con armas cortopulsante,972,972
973,Con armas cortopulsante,973,973
974,Con armas cortopulsante,974,974
975,Con armas cortopulsante,975,975
976,Dulces sueños,976,976
977,Con armas cortopulsante,977,977
978,Con armas cortopulsante,978,978
979,Con armas de fuego,979,979
980,Con armas de fuego,980,980
981,Extorsion,981,981
982,Con armas cortopulsante,982,982
983,Con armas de fuego,983,983
984,Con armas cortopulsante,984,984
985,Con armas cortopulsante,985,985
986,Extorsion,986,986
987,Con armas cortopulsante,987,987
988,Con armas cortopulsante,988,988
989,Con armas de fuego,989,989
990,Con armas de fuego,990,990
991,Con armas de fuego,991,991
992,Con armas de fuego,992,992
993,Con armas cortopulsante,993,993
994,Con armas cortopulsante,994,994
995,Con armas de fuego,995,995
996,Dulces sueños,996,996
997,Con armas cortopulsante,997,997
998,Con armas cortopulsante,998,998
999,Extorsion,999,999
1000,Con armas de fuego,1000,1000
1001,Con armas de fuego,1001,1001
1002,Con armas de fuego,1002,1002
1003,Con armas de fuego,1003,1003
1004,Con armas de fuego,1004,1004
1005,Con armas de fuego,1005,1005
1006,Con armas de fuego,1006,1006
1007,Con armas de fuego,1007,1007
1008,Con armas de fuego,1008,1008
1009,Con armas de fuego,1009,1009
1010,Con armas de fuego,1010,1010
1011,Con armas de fuego,1011,1011
1012,Con armas cortopulsante,1012,1012
1013,Con armas de fuego,1013,1013
1014,Con armas de fuego,1014,1014
1015,Con armas cortopulsante,1015,1015
1016,Con armas de fuego,1016,1016
1017,Con armas de fuego,1017,1017
1018,Dulces sueños,1018,1018
1019,Dulces sueños,1019,1019
1020,Con armas de fuego,1020,1020
1021,Con armas de fuego,1021,1021
1022,Con armas de fuego,1022,1022
1023,Con armas de fuego,1023,1023
1024,Con armas de fuego,1024,1024
1025,Con armas de fuego,1025,1025
1026,Con armas cortopulsante,1026,1026
1027,Dulces sueños,1027,1027
1028,Con armas de fuego,1028,1028
1029,Con armas de fuego,1029,1029
1030,Con armas de fuego,1030,1030
1031,Con armas de fuego,1031,1031
1032,Dulces sueños,1032,1032
1033,Con armas cortopulsante,1033,1033
1034,Con armas de fuego,1034,1034
1035,Con armas cortopulsante,1035,1035
1036,Dulces sueños,1036,1036
1037,Con armas cortopulsante,1037,1037
1038,Con armas de fuego,1038,1038
1039,Con armas cortopulsante,1039,1039
1040,Con armas de fuego,1040,1040
1041,Con armas de fuego,1041,1041
1042,Dulces sueños,1042,1042
1043,Con armas de fuego,1043,1043
1044,Con armas cortopulsante,1044,1044
1045,Con armas de fuego,1045,1045
1046,Con armas de fuego,1046,1046
1047,Con armas de fuego,1047,1047
1048,Con armas de fuego,1048,1048
1049,Con armas cortopulsante,1049,1049
1050,Con armas de fuego,1050,1050
1051,Con armas de fuego,1051,1051
1052,Dulces sueños,1052,1052
1053,Con armas de fuego,1053,1053
1054,Con armas de fuego,1054,1054
1055,Con armas cortopulsante,1055,1055
1056,Con armas de fuego,1056,1056
1057,Con armas cortopulsante,1057,1057
1058,Dulces sueños,1058,1058
1059,Con armas de fuego,1059,1059
1060,Con armas de fuego,1060,1060
1061,Con armas cortopulsante,1061,1061
1062,Con armas de fuego,1062,1062
1063,Con armas cortopulsante,1063,1063
1064,Con armas de fuego,1064,1064
1065,Con armas cortopulsante,1065,1065
1066,Con armas de fuego,1066,1066
1067,Con armas de fuego,1067,1067
1068,Con armas de fuego,1068,1068
1069,Con armas de fuego,1069,1069
1070,Con armas de fuego,1070,1070
1071,Con armas de fuego,1071,1071
1072,Con armas de fuego,1072,1072
1073,Dulces sueños,1073,1073
1074,Con armas de fuego,1074,1074
1075,Con armas de fuego,1075,1075
1076,Con armas de fuego,1076,1076
1077,Con armas cortopulsante,1077,1077
1078,Con armas de fuego,1078,1078
1079,Dulces sueños,1079,1079
1080,Dulces sueños,1080,1080
1081,Con armas de fuego,1081,1081
1082,Con armas de fuego,1082,1082
1083,Con armas de fuego,1083,1083
1084,Con armas de fuego,1084,1084
1085,Con armas de fuego,1085,1085
1086,Con armas de fuego,1086,1086
1087,Con armas de fuego,1087,1087
1088,Con armas de fuego,1088,1088
1089,Con armas cortopulsante,1089,1089
1090,Con armas de fuego,1090,1090
1091,Con armas de fuego,1091,1091
1092,Con armas de fuego,1092,1092
1093,Con armas de fuego,1093,1093
1094,Con armas cortopulsante,1094,1094
1095,Con armas de fuego,1095,1095
1096,Con armas de fuego,1096,1096
1097,Con armas cortopulsante,1097,1097
1098,Con armas de fuego,1098,1098
1099,Con armas de fuego,1099,1099
1100,Con armas de fuego,1100,1100
1101,Con armas cortopulsante,1101,1101
1102,Con armas de fuego,1102,1102
1103,Con armas de fuego,1103,1103
1104,Con armas de fuego,1104,1104
1105,Con armas de fuego,1105,1105
1106,Con armas cortopulsante,1106,1106
1107,Con armas de fuego,1107,1107
1108,Con armas cortopulsante,1108,1108
1109,Con armas cortopulsante,1109,1109
1110,Dulces sueños,1110,1110
1111,Con armas de fuego,1111,1111
1112,Con armas cortopulsante,1112,1112
1113,Con armas cortopulsante,1113,1113
1114,Con armas de fuego,1114,1114
1115,Con armas de fuego,1115,1115
1116,Con armas de fuego,1116,1116
1117,Con armas de fuego,1117,1117
1118,Con armas de fuego,1118,1118
1119,Con armas cortopulsante,1119,1119
1120,Dulces sueños,1120,1120
1121,Con armas de fuego,1121,1121
1122,Con armas de fuego,1122,1122
1123,Con armas cortopulsante,1123,1123
1124,Con armas de fuego,1124,1124
1125,Con armas cortopulsante,1125,1125
1126,Con armas cortopulsante,1126,1126
1127,Dulces sueños,1127,1127
1128,Con armas de fuego,1128,1128
1129,Dulces sueños,1129,1129
1130,Con armas cortopulsante,1130,1130
1131,Dulces sueños,1131,1131
1132,Con armas cortopulsante,1132,1132
1133,Dulces sueños,1133,1133
1134,Con armas cortopulsante,1134,1134
1135,Con armas de fuego,1135,1135
1136,Con armas cortopulsante,1136,1136
1137,Con armas de fuego,1137,1137
1138,Con armas cortopulsante,1138,1138
1139,Con armas de fuego,1139,1139
1140,Con armas de fuego,1140,1140
1141,Con armas de fuego,1141,1141
1142,Con armas de fuego,1142,1142
1143,Dulces sueños,1143,1143
1144,Con armas de fuego,1144,1144
1145,Con armas de fuego,1145,1145
1146,Extorsion,1146,1146
1147,Con armas cortopulsante,1147,1147
1148,Con armas cortopulsante,1148,1148
1149,Extorsion,1149,1149
1150,Con armas de fuego,1150,1150
1151,Con armas de fuego,1151,1151
1152,Con armas cortopulsante,1152,1152
1153,Con armas cortopulsante,1153,1153
1154,Con armas de fuego,1154,1154
1155,Con armas cortopulsante,1155,1155
1156,Dulces sueños,1156,1156
1157,Con armas de fuego,1157,1157
1158,Con armas de fuego,1158,1158
1159,Con armas de fuego,1159,1159
1160,Con armas de fuego,1160,1160
1161,Con armas de fuego,1161,1161
1162,Dulces sueños,1162,1162
1163,Con armas de fuego,1163,1163
1164,Con armas de fuego,1164,1164
1165,Con armas de fuego,1165,1165
1166,Con armas de fuego,1166,1166
1167,Con armas cortopulsante,1167,1167
1168,Con armas de fuego,1168,1168
1169,Dulces sueños,1169,1169
1170,Extorsion,1170,1170
1171,Dulces sueños,1171,1171
1172,Con armas de fuego,1172,1172
1173,Con armas de fuego,1173,1173
1174,Dulces sueños,1174,1174
1175,Con armas de fuego,1175,1175
1176,Dulces sueños,1176,1176
1177,Extorsion,1177,1177
1178,Con armas de fuego,1178,1178
1179,Extorsion,1179,1179
1180,Con armas cortopulsante,1180,1180
1181,Con armas cortopulsante,1181,1181
1182,Con armas cortopulsante,1182,1182
1183,Con armas cortopulsante,1183,1183
1184,Con armas de fuego,1184,1184
1185,Con armas de fuego,1185,1185
1186,Con armas de fuego,1186,1186
1187,Dulces sueños,1187,1187
1188,Con armas de fuego,1188,1188
1189,Con armas de fuego,1189,1189
1190,Con armas de fuego,1190,1190
1191,Con armas cortopulsante,1191,1191
1192,Con armas de fuego,1192,1192
1193,Con armas de fuego,1193,1193
1194,Con armas de fuego,1194,1194
1195,Con armas de fuego,1195,1195
1196,Dulces sueños,1196,1196
1197,Con armas cortopulsante,1197,1197
1198,Dulces sueños,1198,1198
1199,Con armas de fuego,1199,1199
1200,Con armas de fuego,1200,1200
1201,Con armas de fuego,1201,1201
1202,Con armas de fuego,1202,1202
1203,Con armas cortopulsante,1203,1203
1204,Con armas de fuego,1204,1204
1205,Con armas de fuego,1205,1205
1206,Con armas de fuego,1206,1206
1207,Con armas de fuego,1207,1207
1208,Con armas cortopulsante,1208,1208
1209,Dulces sueños,1209,1209
1210,Con armas cortopulsante,1210,1210
1211,Con armas de fuego,1211,1211
1212,Con armas cortopulsante,1212,1212
1213,Con armas cortopulsante,1213,1213
1214,Con armas cortopulsante,1214,1214
1215,Con armas de fuego,1215,1215
1216,Con armas de fuego,1216,1216
1217,Con armas de fuego,1217,1217
1218,Con armas de fuego,1218,1218
1219,Con armas de fuego,1219,1219
1220,Dulces sueños,1220,1220
1221,Con armas de fuego,1221,1221
1222,Con armas de fuego,1222,1222
1223,Con armas de fuego,1223,1223
1224,Con armas de fuego,1224,1224
1225,Con armas de fuego,1225,1225
1226,Con armas cortopulsante,1226,1226
1227,Con armas de fuego,1227,1227
1228,Con armas cortopulsante,1228,1228
1229,Con armas cortopulsante,1229,1229
1230,Con armas de fuego,1230,1230
1231,Dulces sueños,1231,1231
1232,Con armas de fuego,1232,1232
1233,Con armas de fuego,1233,1233
1234,Con armas de fuego,1234,1234
1235,Con armas de fuego,1235,1235
1236,Con armas de fuego,1236,1236
1237,Con armas cortopulsante,1237,1237
1238,Con armas de fuego,1238,1238
1239,Con armas cortopulsante,1239,1239
1240,Con armas de fuego,1240,1240
1241,Dulces sueños,1241,1241
1242,Con armas de fuego,1242,1242
1243,Con armas de fuego,1243,1243
1244,Con armas de fuego,1244,1244
1245,Con armas cortopulsante,1245,1245
1246,Con armas cortopulsante,1246,1246
1247,Con armas de fuego,1247,1247
1248,Con armas cortopulsante,1248,1248
1249,Dulces sueños,1249,1249
1250,Con armas cortopulsante,1250,1250
1251,Con armas de fuego,1251,1251
1252,Con armas de fuego,1252,1252
1253,Con armas de fuego,1253,1253
1254,Con armas cortopulsante,1254,1254
1255,Dulces sueños,1255,1255
1256,Con armas de fuego,1256,1256
1257,Con armas de fuego,1257,1257
1258,Con armas de fuego,1258,1258
1259,Con armas de fuego,1259,1259
1260,Con armas de fuego,1260,1260
1261,Con armas de fuego,1261,1261
1262,Con armas de fuego,1262,1262
1263,Con armas de fuego,1263,1263
1264,Dulces sueños,1264,1264
1265,Con armas de fuego,1265,1265
1266,Con armas cortopulsante,1266,1266
1267,Con armas de fuego,1267,1267
1268,Dulces sueños,1268,1268
1269,Dulces sueños,1269,1269
1270,Dulces sueños,1270,1270
1271,Con armas cortopulsante,1271,1271
1272,Con armas cortopulsante,1272,1272
1273,Con armas de fuego,1273,1273
1274,Dulces sueños,1274,1274
1275,Con armas de fuego,1275,1275
1276,Dulces sueños,1276,1276
1277,Con armas de fuego,1277,1277
1278,Con armas de fuego,1278,1278
1279,Con armas de fuego,1279,1279
1280,Con armas de fuego,1280,1280
1281,Con armas cortopulsante,1281,1281
1282,Con armas cortopulsante,1282,1282
1283,Con armas de fuego,1283,1283
1284,Con armas de fuego,1284,1284
1285,Dulces sueños,1285,1285
1286,Con armas de fuego,1286,1286
1287,Dulces sueños,1287,1287
1288,Dulces sueños,1288,1288
1289,Con armas de fuego,1289,1289
1290,Extorsion,1290,1290
1291,Con armas de fuego,1291,1291
1292,Con armas cortopulsante,1292,1292
1293,Con armas cortopulsante,1293,1293
1294,Con armas de fuego,1294,1294
1295,Con armas de fuego,1295,1295
1296,Con armas de fuego,1296,1296
1297,Con armas de fuego,1297,1297
1298,Con armas de fuego,1298,1298
1299,Con armas de fuego,1299,1299
1300,Con armas cortopulsante,1300,1300
1301,Con armas de fuego,1301,1301
1302,Con armas cortopulsante,1302,1302
1303,Dulces sueños,1303,1303
1304,Dulces sueños,1304,1304
1305,Dulces sueños,1305,1305
1306,Con armas de fuego,1306,1306
1307,Dulces sueños,1307,1307
1308,Con armas de fuego,1308,1308
1309,Con armas de fuego,1309,1309
1310,Con armas cortopulsante,1310,1310
1311,Con armas de fuego,1311,1311
1312,Con armas de fuego,1312,1312
1313,Con armas de fuego,1313,1313
1314,Con armas de fuego,1314,1314
1315,Con armas de fuego,1315,1315
1316,Con armas de fuego,1316,1316
1317,Con armas cortopulsante,1317,1317
1318,Dulces sueños,1318,1318
1319,Con armas de fuego,1319,1319
1320,Con armas de fuego,1320,1320
1321,Con armas de fuego,1321,1321
1322,Con armas de fuego,1322,1322
1323,Con armas de fuego,1323,1323
1324,Con armas de fuego,1324,1324
1325,Con armas de fuego,1325,1325
1326,Extorsion,1326,1326
1327,Con armas de fuego,1327,1327
1328,Extorsion,1328,1328
1329,Dulces sueños,1329,1329
1330,Con armas de fuego,1330,1330
1331,Dulces sueños,1331,1331
1332,Con armas cortopulsante,1332,1332
1333,Con armas de fuego,1333,1333
1334,Con armas de fuego,1334,1334
1335,Con armas cortopulsante,1335,1335
1336,Con armas cortopulsante,1336,1336
1337,Con armas de fuego,1337,1337
1338,Dulces sueños,1338,1338
1339,Con armas de fuego,1339,1339
1340,Con armas de fuego,1340,1340
1341,Dulces sueños,1341,1341
1342,Con armas cortopulsante,1342,1342
1343,Con armas de fuego,1343,1343
1344,Con armas cortopulsante,1344,1344
1345,Con armas de fuego,1345,1345
1346,Con armas cortopulsante,1346,1346
1347,Con armas de fuego,1347,1347
1348,Con armas de fuego,1348,1348
1349,Dulces sueños,1349,1349
1350,Dulces sueños,1350,1350
1351,Dulces sueños,1351,1351
1352,Con armas de fuego,1352,1352
1353,Con armas de fuego,1353,1353
1354,Con armas cortopulsante,1354,1354
1355,Con armas de fuego,1355,1355
1356,Extorsion,1356,1356
1357,Con armas cortopulsante,1357,1357
1358,Con armas cortopulsante,1358,1358
1359,Con armas de fuego,1359,1359
1360,Extorsion,1360,1360
1361,Con armas de fuego,1361,1361
1362,Dulces sueños,1362,1362
1363,Con armas de fuego,1363,1363
1364,Con armas de fuego,1364,1364
1365,Dulces sueños,1365,1365
1366,Con armas cortopulsante,1366,1366
1367,Dulces sueños,1367,1367
1368,Con armas de fuego,1368,1368
1369,Con armas de fuego,1369,1369
1370,Con armas de fuego,1370,1370
1371,Con armas de fuego,1371,1371
1372,Con armas de fuego,1372,1372
1373,Con armas cortopulsante,1373,1373
1374,Con armas de fuego,1374,1374
1375,Con armas de fuego,1375,1375
1376,Con armas cortopulsante,1376,1376
1377,Con armas de fuego,1377,1377
1378,Con armas de fuego,1378,1378
1379,Extorsion,1379,1379
1380,Con armas de fuego,1380,1380
1381,Dulces sueños,1381,1381
1382,Con armas cortopulsante,1382,1382
1383,Dulces sueños,1383,1383
1384,Dulces sueños,1384,1384
1385,Con armas de fuego,1385,1385
1386,Con armas de fuego,1386,1386
1387,Con armas de fuego,1387,1387
1388,Con armas cortopulsante,1388,1388
1389,Con armas de fuego,1389,1389
1390,Con armas de fuego,1390,1390
1391,Con armas de fuego,1391,1391
1392,Con armas de fuego,1392,1392
1393,Con armas cortopulsante,1393,1393
1394,Con armas de fuego,1394,1394
1395,Con armas de fuego,1395,1395
1396,Con armas cortopulsante,1396,1396
1397,Con armas cortopulsante,1397,1397
1398,Con armas de fuego,1398,1398
1399,Con armas de fuego,1399,1399
1400,Con armas de fuego,1400,1400
1401,Con armas de fuego,1401,1401
1402,Con armas cortopulsante,1402,1402
1403,Con armas cortopulsante,1403,1403
1404,Con armas de fuego,1404,1404
1405,Con armas cortopulsante,1405,1405
1406,Dulces sueños,1406,1406
1407,Con armas de fuego,1407,1407
1408,Con armas cortopulsante,1408,1408
1409,Con armas de fuego,1409,1409
1410,Con armas de fuego,1410,1410
1411,Con armas de fuego,1411,1411
1412,Con armas cortopulsante,1412,1412
1413,Dulces sueños,1413,1413
1414,Con armas de fuego,1414,1414
1415,Con armas de fuego,1415,1415
1416,Con armas cortopulsante,1416,1416
1417,Dulces sueños,1417,1417
1418,Dulces sueños,1418,1418
1419,Con armas de fuego,1419,1419
1420,Con armas de fuego,1420,1420
1421,Con armas de fuego,1421,1421
1422,Dulces sueños,1422,1422
1423,Con armas de fuego,1423,1423
1424,Dulces sueños,1424,1424
1425,Con armas de fuego,1425,1425
1426,Con armas cortopulsante,1426,1426
1427,Extorsion,1427,1427
1428,Con armas cortopulsante,1428,1428
1429,Con armas de fuego,1429,1429
1430,Con armas de fuego,1430,1430
1431,Con armas de fuego,1431,1431
1432,Con armas de fuego,1432,1432
1433,Con armas de fuego,1433,1433
1434,Con armas cortopulsante,1434,1434
1435,Con armas cortopulsante,1435,1435
1436,Con armas de fuego,1436,1436
1437,Con armas cortopulsante,1437,1437
1438,Con armas de fuego,1438,1438
1439,Con armas cortopulsante,1439,1439
1440,Con armas de fuego,1440,1440
1441,Con armas de fuego,1441,1441
1442,Con armas de fuego,1442,1442
1443,Extorsion,1443,1443
1444,Con armas de fuego,1444,1444
1445,Con armas cortopulsante,1445,1445
1446,Con armas de fuego,1446,1446
1447,Con armas cortopulsante,1447,1447
1448,Con armas de fuego,1448,1448
1449,Con armas de fuego,1449,1449
1450,Con armas de fuego,1450,1450
1451,Con armas cortopulsante,1451,1451
1452,Con armas de fuego,1452,1452
1453,Extorsion,1453,1453
1454,Con armas de fuego,1454,1454
1455,Con armas cortopulsante,1455,1455
1456,Con armas de fuego,1456,1456
1457,Dulces sueños,1457,1457
1458,Extorsion,1458,1458
1459,Con armas cortopulsante,1459,1459
1460,Dulces sueños,1460,1460
1461,Con armas cortopulsante,1461,1461
1462,Con armas de fuego,1462,1462
1463,Con armas cortopulsante,1463,1463
1464,Con armas de fuego,1464,1464
1465,Con armas cortopulsante,1465,1465
1466,Con armas cortopulsante,1466,1466
1467,Con armas cortopulsante,1467,1467
1468,Con armas de fuego,1468,1468
1469,Con armas cortopulsante,1469,1469
1470,Con armas de fuego,1470,1470
1471,Con armas de fuego,1471,1471
1472,Con armas cortopulsante,1472,1472
1473,Con armas cortopulsante,1473,1473
1474,Con armas cortopulsante,1474,1474
1475,Con armas cortopulsante,1475,1475
1476,Con armas de fuego,1476,1476
1477,Con armas de fuego,1477,1477
1478,Dulces sueños,1478,1478
1479,Con armas de fuego,1479,1479
1480,Con armas de fuego,1480,1480
1481,Con armas de fuego,1481,1481
1482,Con armas cortopulsante,1482,1482
1483,Dulces sueños,1483,1483
1484,Con armas de fuego,1484,1484
1485,Con armas de fuego,1485,1485
1486,Con armas de fuego,1486,1486
1487,Con armas cortopulsante,1487,1487
1488,Dulces sueños,1488,1488
1489,Con armas cortopulsante,1489,1489
1490,Dulces sueños,1490,1490
1491,Con armas de fuego,1491,1491
1492,Con armas de fuego,1492,1492
1493,Con armas de fuego,1493,1493
1494,Dulces sueños,1494,1494
1495,Con armas cortopulsante,1495,1495
1496,Con armas cortopulsante,1496,1496
1497,Dulces sueños,1497,1497
1498,Con armas cortopulsante,1498,1498
1499,Con armas de fuego,1499,1499
1500,Con armas cortopulsante,1500,1500
1501,Extorsion,1501,1501
1502,Con armas de fuego,1502,1502
1503,Con armas cortopulsante,1503,1503
1504,Con armas cortopulsante,1504,1504
1505,Con armas de fuego,1505,1505
1506,Con armas de fuego,1506,1506
1507,Con armas de fuego,1507,1507
1508,Con armas de fuego,1508,1508
1509,Con armas de fuego,1509,1509
1510,Con armas de fuego,1510,1510
1511,Con armas de fuego,1511,1511
1512,Con armas cortopulsante,1512,1512
1513,Con armas de fuego,1513,1513
1514,Dulces sueños,1514,1514
1515,Con armas cortopulsante,1515,1515
1516,Con armas de fuego,1516,1516
1517,Con armas cortopulsante,1517,1517
1518,Con armas de fuego,1518,1518
1519,Con armas de fuego,1519,1519
1520,Dulces sueños,1520,1520
1521,Con armas cortopulsante,1521,1521
1522,Con armas de fuego,1522,1522
1523,Con armas de fuego,1523,1523
1524,Con armas de fuego,1524,1524
1525,Con armas de fuego,1525,1525
1526,Extorsion,1526,1526
1527,Con armas cortopulsante,1527,1527
1528,Con armas cortopulsante,1528,1528
1529,Con armas de fuego,1529,1529
1530,Con armas de fuego,1530,1530
1531,Dulces sueños,1531,1531
1532,Con armas de fuego,1532,1532
1533,Con armas cortopulsante,1533,1533
1534,Dulces sueños,1534,1534
1535,Con armas cortopulsante,1535,1535
1536,Dulces sueños,1536,1536
1537,Extorsion,1537,1537
1538,Con armas cortopulsante,1538,1538
1539,Dulces sueños,1539,1539
1540,Con armas cortopulsante,1540,1540
1541,Dulces sueños,1541,1541
1542,Dulces sueños,1542,1542
1543,Con armas de fuego,1543,1543
1544,Con armas de fuego,1544,1544
1545,Con armas de fuego,1545,1545
1546,Extorsion,1546,1546
1547,Con armas de fuego,1547,1547
1548,Con armas de fuego,1548,1548
1549,Con armas de fuego,1549,1549
1550,Con armas de fuego,1550,1550
1551,Con armas de fuego,1551,1551
1552,Con armas de fuego,1552,1552
1553,Con armas de fuego,1553,1553
1554,Con armas de fuego,1554,1554
1555,Con armas de fuego,1555,1555
1556,Con armas de fuego,1556,1556
1557,Dulces sueños,1557,1557
1558,Con armas cortopulsante,1558,1558
1559,Con armas cortopulsante,1559,1559
1560,Con armas cortopulsante,1560,1560
1561,Con armas de fuego,1561,1561
1562,Con armas cortopulsante,1562,1562
1563,Con armas de fuego,1563,1563
1564,Con armas de fuego,1564,1564
1565,Dulces sueños,1565,1565
1566,Con armas de fuego,1566,1566
1567,Con armas de fuego,1567,1567
1568,Dulces sueños,1568,1568
1569,Dulces sueños,1569,1569
1570,Con armas de fuego,1570,1570
1571,Con armas de fuego,1571,1571
1572,Dulces sueños,1572,1572
1573,Con armas cortopulsante,1573,1573
1574,Con armas cortopulsante,1574,1574
1575,Con armas cortopulsante,1575,1575
1576,Con armas cortopulsante,1576,1576
1577,Con armas de fuego,1577,1577
1578,Con armas de fuego,1578,1578
1579,Dulces sueños,1579,1579
1580,Dulces sueños,1580,1580
1581,Dulces sueños,1581,1581
1582,Dulces sueños,1582,1582
1583,Con armas de fuego,1583,1583
1584,Con armas de fuego,1584,1584
1585,Extorsion,1585,1585
1586,Con armas de fuego,1586,1586
1587,Con armas de fuego,1587,1587
1588,Con armas de fuego,1588,1588
1589,Dulces sueños,1589,1589
1590,Con armas de fuego,1590,1590
1591,Extorsion,1591,1591
1592,Con armas de fuego,1592,1592
1593,Dulces sueños,1593,1593
1594,Dulces sueños,1594,1594
1595,Con armas de fuego,1595,1595
1596,Con armas de fuego,1596,1596
1597,Con armas de fuego,1597,1597
1598,Con armas de fuego,1598,1598
1599,Extorsion,1599,1599
1600,Extorsion,1600,1600
1601,Con armas cortopulsante,1601,1601
1602,Con armas de fuego,1602,1602
1603,Con armas cortopulsante,1603,1603
1604,Con armas de fuego,1604,1604
1605,Con armas cortopulsante,1605,1605
1606,Con armas cortopulsante,1606,1606
1607,Con armas cortopulsante,1607,1607
1608,Con armas cortopulsante,1608,1608
1609,Dulces sueños,1609,1609
1610,Con armas de fuego,1610,1610
1611,Dulces sueños,1611,1611
1612,Con armas cortopulsante,1612,1612
1613,Con armas de fuego,1613,1613
1614,Con armas de fuego,1614,1614
1615,Dulces sueños,1615,1615
1616,Con armas de fuego,1616,1616
1617,Extorsion,1617,1617
1618,Con armas de fuego,1618,1618
1619,Dulces sueños,1619,1619
1620,Con armas de fuego,1620,1620
1621,Con armas de fuego,1621,1621
1622,Con armas de fuego,1622,1622
1623,Con armas de fuego,1623,1623
1624,Con armas cortopulsante,1624,1624
1625,Con armas cortopulsante,1625,1625
1626,Con armas de fuego,1626,1626
1627,Con armas cortopulsante,1627,1627
1628,Con armas cortopulsante,1628,1628
1629,Con armas cortopulsante,1629,1629
1630,Con armas de fuego,1630,1630
1631,Con armas de fuego,1631,1631
1632,Extorsion,1632,1632
1633,Con armas de fuego,1633,1633
1634,Con armas de fuego,1634,1634
1635,Con armas de fuego,1635,1635
1636,Con armas de fuego,1636,1636
1637,Con armas de fuego,1637,1637
1638,Con armas cortopulsante,1638,1638
1639,Con armas de fuego,1639,1639
1640,Con armas de fuego,1640,1640
1641,Con armas de fuego,1641,1641
1642,Con armas cortopulsante,1642,1642
1643,Con armas cortopulsante,1643,1643
1644,Dulces sueños,1644,1644
1645,Con armas cortopulsante,1645,1645
1646,Con armas cortopulsante,1646,1646
1647,Con armas de fuego,1647,1647
1648,Extorsion,1648,1648
1649,Con armas de fuego,1649,1649
1650,Con armas de fuego,1650,1650
1651,Con armas de fuego,1651,1651
1652,Extorsion,1652,1652
1653,Con armas de fuego,1653,1653
1654,Con armas de fuego,1654,1654
1655,Dulces sueños,1655,1655
1656,Con armas de fuego,1656,1656
1657,Con armas cortopulsante,1657,1657
1658,Con armas de fuego,1658,1658
1659,Con armas cortopulsante,1659,1659
1660,Con armas cortopulsante,1660,1660
1661,Con armas cortopulsante,1661,1661
1662,Con armas cortopulsante,1662,1662
1663,Dulces sueños,1663,1663
1664,Con armas de fuego,1664,1664
1665,Con armas de fuego,1665,1665
1666,Dulces sueños,1666,1666
1667,Con armas de fuego,1667,1667
1668,Con armas cortopulsante,1668,1668
1669,Con armas cortopulsante,1669,1669
1670,Con armas de fuego,1670,1670
1671,Con armas cortopulsante,1671,1671
1672,Con armas cortopulsante,1672,1672
1673,Dulces sueños,1673,1673
1674,Con armas de fuego,1674,1674
1675,Con armas cortopulsante,1675,1675
1676,Con armas de fuego,1676,1676
1677,Con armas cortopulsante,1677,1677
1678,Con armas de fuego,1678,1678
1679,Con armas de fuego,1679,1679
1680,Con armas de fuego,1680,1680
1681,Dulces sueños,1681,1681
1682,Con armas de fuego,1682,1682
1683,Dulces sueños,1683,1683
1684,Con armas cortopulsante,1684,1684
1685,Con armas cortopulsante,1685,1685
1686,Con armas de fuego,1686,1686
1687,Con armas cortopulsante,1687,1687
1688,Con armas de fuego,1688,1688
1689,Con armas cortopulsante,1689,1689
1690,Con armas de fuego,1690,1690
1691,Con armas cortopulsante,1691,1691
1692,Con armas de fuego,1692,1692
