nbr_upc_id,var_upc_nombre,var_upc_status,nbr_ciu_id
934,South Steven,Activo,934
935,Danielchester,Activo,935
936,New Deborahmouth,Activo,936
937,Lake Diane,Activo,937
938,Colinfurt,Activo,938
939,Port Linda,Activo,939
940,Sherylborough,Activo,940
941,Patriciafurt,Activo,941
942,Gonzalesshire,Activo,942
943,Rachelborough,Activo,943
944,Carrollside,Activo,944
945,Coxview,Activo,945
946,Kimberlystad,Activo,946
947,Angelfurt,Activo,947
948,North Courtney,Activo,948
949,West Benjaminside,Activo,949
950,Jasonhaven,Activo,950
951,Lake Danielleside,Activo,951
952,Albertstad,Activo,952
953,North Danielle,Activo,953
954,Walshfurt,Activo,954
955,North Johnhaven,Activo,955
956,Lopezbury,Activo,956
957,Lake Leslie,Activo,957
958,Traceymouth,Activo,958
959,Amberton,Activo,959
960,Georgeton,Activo,960
961,Vickiborough,Activo,961
962,New Taylor,Activo,962
963,Tinaton,Activo,963
964,West Timothy,Activo,964
965,Brownfurt,Activo,965
966,Stephaniemouth,Activo,966
967,Doyletown,Activo,967
968,East Kellyview,Activo,968
969,East Reginaburgh,Activo,969
970,Brookeport,Activo,970
971,Butlerfurt,Activo,971
972,Michealburgh,Activo,972
973,Zacharyshire,Activo,973
974,Gomezside,Activo,974
975,South Jefferybury,Activo,975
976,Port Richardstad,Activo,976
977,Bakerside,Activo,977
978,West Thomas,Activo,978
979,Hollyville,Activo,979
980,Johnsonbury,Activo,980
981,Harrishaven,Activo,981
982,Gregoryville,Activo,982
983,Gonzalezton,Activo,983
984,Port Beverly,Activo,984
985,South Amandaside,Activo,985
986,Douglasshire,Activo,986
987,Allenhaven,Activo,987
988,Lake Nathan,Activo,988
989,New Jacktown,Inactivo,989
990,Port Susan,Activo,990
991,Petersonbury,Activo,991
992,North Susanborough,Activo,992
993,North Reneeshire,Activo,993
994,East Ericmouth,Activo,994
995,Port Dylan,Activo,995
996,Port Lisa,Activo,996
997,New Sean,Activo,997
998,New Chadchester,Activo,998
999,Lisaland,Activo,999
1000,East Valerieshire,Activo,1000
1001,Shelbytown,Activo,1001
1002,North Christopherfurt,Activo,1002
1003,East Daniel,Activo,1003
1004,North Gregoryton,Activo,1004
1005,Lake Alexandria,Activo,1005
1006,South Joel,Activo,1006
1007,South Paulmouth,Activo,1007
1008,Ericaborough,Activo,1008
1009,Coleside,Activo,1009
1010,Lake Kellymouth,Activo,1010
1011,North Julieberg,Activo,1011
1012,Chavezchester,Activo,1012
1013,Lake Johnside,Activo,1013
1014,South Megan,Activo,1014
1015,Ericfort,Activo,1015
1016,East Lacey,Activo,1016
1017,West Jason,Activo,1017
1018,North Benjaminhaven,Activo,1018
1019,Katieville,Activo,1019
1020,Lake Joshua,Activo,1020
1021,Joshuabury,Activo,1021
1022,Johnmouth,Activo,1022
1023,Lake Erinville,Activo,1023
1024,South Davidtown,Activo,1024
1025,Owensbury,Activo,1025
1026,Fraziermouth,Activo,1026
1027,Port Christopher,Activo,1027
1028,Lake Richardberg,Activo,1028
1029,West Feliciaberg,Activo,1029
1030,North Kirsten,Activo,1030
1031,East Jennifer,Activo,1031
1032,Hodgesbury,Activo,1032
1033,Amymouth,Activo,1033
1034,West Sarahhaven,Activo,1034
1035,Lake Seantown,Activo,1035
1036,West Jonathanstad,Activo,1036
1037,Howardside,Activo,1037
1038,Caitlinhaven,Activo,1038
1039,Kurtville,Activo,1039
1040,Randallborough,Activo,1040
1041,Jacquelineport,Inactivo,1041
1042,New Troyfort,Activo,1042
1043,Jessicaside,Activo,1043
1044,West Edwardshire,Activo,1044
1045,North Michaeltown,Activo,1045
1046,Mcguirechester,Activo,1046
1047,West Matthew,Activo,1047
1048,New Lance,Activo,1048
1049,Heathertown,Activo,1049
1050,Lake Kyle,Activo,1050
1051,Wolfville,Inactivo,1051
1052,Port Rhondaland,Activo,1052
1053,Valdezmouth,Activo,1053
1054,Novakton,Activo,1054
1055,Hannahville,Activo,1055
1056,South Rickstad,Activo,1056
1057,New Laura,Activo,1057
1058,New Joel,Activo,1058
1059,Russellbury,Activo,1059
1060,Lake Claudia,Activo,1060
1061,West Andreville,Activo,1061
1062,Pattersonbury,Activo,1062
1063,Karenside,Activo,1063
1064,Kennedyside,Inactivo,1064
1065,Williamsland,Activo,1065
1066,Tammieland,Activo,1066
1067,North Joshua,Activo,1067
1068,South Richard,Activo,1068
1069,Lopezport,Activo,1069
1070,Leechester,Inactivo,1070
1071,Clarkland,Activo,1071
1072,North Amanda,Activo,1072
1073,Gilberthaven,Activo,1073
1074,Charlesstad,Activo,1074
1075,Dalefort,Activo,1075
1076,Danielberg,Activo,1076
1077,Underwoodburgh,Activo,1077
1078,North Lisa,Activo,1078
1079,West Tammy,Activo,1079
1080,West Marie,Activo,1080
1081,East Emily,Activo,1081
1082,North Eric,Activo,1082
1083,West Chad,Activo,1083
1084,Martinezburgh,Activo,1084
1085,Marytown,Inactivo,1085
1086,West Philip,Activo,1086
1087,South Hollyburgh,Activo,1087
1088,Stephenchester,Activo,1088
1089,Port Deannamouth,Activo,1089
1090,Port Darrellberg,Activo,1090
1091,East Steveton,Activo,1091
1092,West William,Activo,1092
1093,Valerieton,Activo,1093
1094,South Debra,Activo,1094
1095,Wilsonstad,Activo,1095
1096,Bettybury,Activo,1096
1097,South Zachary,Activo,1097
1098,Katelynberg,Activo,1098
1099,Sanchezport,Activo,1099
1100,Greenstad,Activo,1100
1101,Scottfort,Activo,1101
1102,Wattsland,Activo,1102
1103,East Courtneymouth,Activo,1103
1104,East Tiffanybury,Activo,1104
1105,Ericamouth,Activo,1105
1106,Amymouth,Activo,1106
1107,Patriciaview,Activo,1107
1108,Williamsview,Activo,1108
1109,Brianstad,Activo,1109
1110,Lake Sierra,Activo,1110
1111,North Michellemouth,Inactivo,1111
1112,Port Kelli,Activo,1112
1113,Bryanton,Activo,1113
1114,North Julia,Activo,1114
1115,Briannabury,Activo,1115
1116,Port Sethborough,Activo,1116
1117,Brownville,Activo,1117
1118,Port Paulfurt,Activo,1118
1119,Salasview,Inactivo,1119
1120,West Jordan,Activo,1120
1121,Nguyenchester,Activo,1121
1122,Brentborough,Activo,1122
1123,Lake Jennifershire,Activo,1123
1124,East Ryan,Activo,1124
1125,New Kevintown,Activo,1125
1126,Jonathanfurt,Activo,1126
1127,Port Davidhaven,Activo,1127
1128,Amandaton,Activo,1128
1129,Danfurt,Activo,1129
1130,Lake Carrie,Activo,1130
1131,Nancytown,Activo,1131
1132,North Bridget,Activo,1132
1133,Herberttown,Activo,1133
1134,West Harryland,Activo,1134
1135,West Wesleyside,Activo,1135
1136,West Tammy,Activo,1136
1137,West Donald,Activo,1137
1138,New Christianland,Activo,1138
1139,Port Heather,Activo,1139
1140,Bradleytown,Activo,1140
1141,Ayalafort,Activo,1141
1142,North Jacquelineburgh,Activo,1142
1143,Smithhaven,Activo,1143
1144,New Laurafort,Activo,1144
1145,East James,Activo,1145
1146,New Ericmouth,Activo,1146
1147,North Lauren,Activo,1147
1148,Cameronmouth,Activo,1148
1149,North Eric,Activo,1149
1150,West Jessicamouth,Activo,1150
1151,Cherylview,Activo,1151
1152,Lake Christine,Activo,1152
1153,Susanside,Activo,1153
1154,Lake Tracishire,Activo,1154
1155,Valentineborough,Activo,1155
1156,Davidchester,Activo,1156
1157,Port Robertstad,Activo,1157
1158,Lake Raymondstad,Activo,1158
1159,Dodsonshire,Activo,1159
1160,Travismouth,Activo,1160
1161,Robertside,Activo,1161
1162,East Peter,Activo,1162
1163,Smithstad,Activo,1163
1164,Samuelview,Activo,1164
1165,East Markmouth,Activo,1165
1166,West Paul,Activo,1166
1167,Brandonberg,Activo,1167
1168,Contrerasshire,Activo,1168
1169,New Loganfurt,Activo,1169
1170,Lake Brandonstad,Activo,1170
1171,Craigland,Activo,1171
1172,Alexanderfort,Activo,1172
1173,Ricestad,Activo,1173
1174,North Kellyton,Activo,1174
1175,Anthonyfort,Activo,1175
1176,Lake Jenniferville,Activo,1176
1177,Ellisborough,Activo,1177
1178,South Jacobton,Activo,1178
1179,Johnsonburgh,Activo,1179
1180,Port Josephfurt,Activo,1180
1181,Jillburgh,Activo,1181
1182,New Gary,Activo,1182
1183,Cowanchester,Activo,1183
1184,Rubioborough,Inactivo,1184
1185,Reynoldsburgh,Activo,1185
1186,New Jill,Activo,1186
1187,Richardtown,Activo,1187
1188,Jennaport,Activo,1188
1189,South Cathyfurt,Activo,1189
1190,Hannahshire,Activo,1190
1191,East Moniqueview,Activo,1191
1192,Cummingsborough,Activo,1192
1193,Sparksfurt,Activo,1193
1194,Amandahaven,Activo,1194
1195,Sotobury,Activo,1195
1196,East Joan,Activo,1196
1197,Jamesmouth,Activo,1197
1198,Stephanieville,Activo,1198
1199,Paultown,Activo,1199
1200,Michaelview,Activo,1200
1201,South Charleschester,Activo,1201
1202,New Tonya,Activo,1202
1203,Collinsshire,Inactivo,1203
1204,New Michael,Activo,1204
1205,East Courtneyville,Activo,1205
1206,Rodriguezbury,Activo,1206
1207,Gregorybury,Activo,1207
1208,Christopherburgh,Activo,1208
1209,Byrdview,Activo,1209
1210,Lake Dominichaven,Activo,1210
1211,West Barbarabury,Activo,1211
1212,Edwardborough,Activo,1212
1213,Deborahchester,Activo,1213
1214,North Amanda,Activo,1214
1215,North Joanne,Activo,1215
1216,Nicholsberg,Activo,1216
1217,Lake Emilytown,Activo,1217
1218,Perezhaven,Activo,1218
1219,Port Lori,Activo,1219
1220,East Timothystad,Activo,1220
1221,Lake Christophermouth,Activo,1221
1222,Langhaven,Activo,1222
1223,Philipborough,Activo,1223
1224,Torresshire,Activo,1224
1225,North Christine,Activo,1225
1226,New Victoriachester,Activo,1226
1227,South Donna,Activo,1227
1228,Kingville,Activo,1228
1229,Jamieside,Activo,1229
1230,Johnstonmouth,Activo,1230
1231,Port Kiara,Activo,1231
1232,Christopherhaven,Activo,1232
1233,Lake Juliaville,Activo,1233
1234,North Joshua,Activo,1234
1235,Wangburgh,Activo,1235
1236,Michaelfort,Activo,1236
1237,Harriston,Activo,1237
1238,West Danielleside,Activo,1238
1239,Ashleyport,Inactivo,1239
1240,East Soniaborough,Activo,1240
1241,Francistown,Activo,1241
1242,Cabreramouth,Activo,1242
1243,Port Adam,Activo,1243
1244,Smithberg,Activo,1244
1245,West Benjamin,Activo,1245
1246,Phillipsmouth,Activo,1246
1247,West Williammouth,Activo,1247
1248,North Ashley,Activo,1248
1249,New Lee,Activo,1249
1250,North Tyler,Activo,1250
1251,North Andrea,Activo,1251
1252,West Ronaldbury,Activo,1252
1253,Port Garyport,Activo,1253
1254,Stevenshire,Activo,1254
1255,South Sandramouth,Activo,1255
1256,Kennethfort,Activo,1256
1257,Gardnerberg,Activo,1257
1258,East Crystal,Activo,1258
1259,Matthewtown,Activo,1259
1260,New Vanessaville,Activo,1260
1261,New Andrew,Activo,1261
1262,Port Elizabeth,Inactivo,1262
1263,Lake Amymouth,Activo,1263
1264,North Nicolemouth,Activo,1264
1265,North Saraville,Activo,1265
1266,South Michelleton,Activo,1266
1267,Wattsmouth,Activo,1267
1268,Port Paul,Activo,1268
1269,Julieburgh,Activo,1269
1270,Kristineberg,Activo,1270
1271,Richardton,Activo,1271
1272,Jacksonmouth,Activo,1272
1273,North Carrieborough,Activo,1273
1274,Adamschester,Inactivo,1274
1275,Jonathanburgh,Activo,1275
1276,Matthewport,Activo,1276
1277,Charlesmouth,Activo,1277
1278,Port Jamiefurt,Activo,1278
1279,New Charles,Activo,1279
1280,Michellemouth,Activo,1280
1281,Bryanttown,Activo,1281
1282,East Alexischester,Activo,1282
1283,Stevenmouth,Activo,1283
1284,Kingport,Activo,1284
1285,New Sheri,Activo,1285
1286,East Tamara,Activo,1286
1287,Josephmouth,Activo,1287
1288,Port Garrett,Activo,1288
1289,Gregoryton,Activo,1289
1290,Coxchester,Activo,1290
1291,Jenniferton,Activo,1291
1292,Washingtonchester,Activo,1292
1293,North Christina,Activo,1293
1294,West Davidport,Inactivo,1294
1295,Lake Robyn,Activo,1295
1296,Juanburgh,Activo,1296
1297,Lake Erinmouth,Activo,1297
1298,North Gregory,Activo,1298
1299,New Stevenstad,Activo,1299
1300,Darrylstad,Activo,1300
1301,Georgehaven,Activo,1301
1302,Jessicaville,Activo,1302
1303,Port Yvonnehaven,Activo,1303
1304,West Laurie,Activo,1304
1305,Ashleymouth,Activo,1305
1306,Whitneyhaven,Activo,1306
1307,New Tamara,Activo,1307
1308,Judithhaven,Activo,1308
1309,Pricefurt,Activo,1309
1310,Bakerside,Activo,1310
1311,West Rachel,Activo,1311
1312,Ashleyside,Activo,1312
1313,Hollyview,Activo,1313
1314,Lake Rickyburgh,Activo,1314
1315,Yuhaven,Activo,1315
1316,Andersonborough,Activo,1316
1317,Port Lori,Activo,1317
1318,Mooremouth,Activo,1318
1319,Carrillomouth,Activo,1319
1320,Christopherton,Activo,1320
1321,North Shaunbury,Activo,1321
1322,Sherrihaven,Activo,1322
1323,Lake Paulamouth,Activo,1323
1324,Randybury,Activo,1324
1325,Alexanderstad,Activo,1325
1326,Howardstad,Activo,1326
1327,West Lindsey,Activo,1327
1328,North Karen,Activo,1328
1329,North Jeffrey,Activo,1329
1330,Williamstown,Activo,1330
1331,New Bradley,Activo,1331
1332,Kelleystad,Activo,1332
1333,Port Jaimeville,Activo,1333
1334,Vanceshire,Activo,1334
1335,Allenchester,Activo,1335
1336,Port Julia,Activo,1336
1337,Carlaborough,Activo,1337
1338,West Michael,Activo,1338
1339,East Sharon,Activo,1339
1340,New Richard,Activo,1340
1341,Cheryltown,Activo,1341
1342,Glorialand,Activo,1342
1343,Bowersshire,Activo,1343
1344,Johntown,Activo,1344
1345,East Kurt,Activo,1345
1346,Ericksonfort,Activo,1346
1347,North Eileenhaven,Activo,1347
1348,New Davidside,Activo,1348
1349,East Davidhaven,Activo,1349
1350,Owenshaven,Activo,1350
1351,South Kariberg,Activo,1351
1352,South Emily,Activo,1352
1353,New Erikside,Activo,1353
1354,Lake Grant,Activo,1354
1355,Austinstad,Activo,1355
1356,Lisaberg,Activo,1356
1357,Lake Scott,Activo,1357
1358,South Melissaside,Activo,1358
1359,Joneshaven,Activo,1359
1360,Codyville,Activo,1360
1361,North Shannon,Activo,1361
1362,Jessicabury,Activo,1362
1363,North Laura,Activo,1363
1364,Kaitlinshire,Activo,1364
1365,Jennaberg,Activo,1365
1366,Sheenashire,Activo,1366
1367,Jessicaton,Activo,1367
1368,Port Jaredburgh,Activo,1368
1369,New Mollybury,Activo,1369
1370,Reedport,Activo,1370
1371,North Frankhaven,Activo,1371
1372,New Michaelport,Activo,1372
1373,Francohaven,Activo,1373
1374,East Laura,Activo,1374
1375,Tammymouth,Activo,1375
1376,Lake Robinfort,Activo,1376
1377,North Roger,Activo,1377
1378,Rosestad,Activo,1378
1379,North Kelly,Activo,1379
1380,East Christopherfort,Activo,1380
1381,Woodsmouth,Activo,1381
1382,Lake Stephenmouth,Activo,1382
1383,Port Ryanshire,Activo,1383
1384,New Aimee,Activo,1384
1385,Annaport,Activo,1385
1386,Williamfurt,Activo,1386
1387,Johnstonshire,Activo,1387
1388,Craigchester,Activo,1388
1389,Port Chelseafort,Activo,1389
1390,Perezmouth,Activo,1390
1391,North Craig,Activo,1391
1392,New Gregory,Activo,1392
1393,Lake Ericport,Inactivo,1393
1394,Stewartland,Activo,1394
1395,Stephenville,Activo,1395
1396,North Tinafort,Activo,1396
1397,Howardburgh,Activo,1397
1398,West Julie,Activo,1398
1399,Brownborough,Inactivo,1399
1400,Port Debra,Activo,1400
1401,Deborahport,Activo,1401
1402,Yangmouth,Activo,1402
1403,East Ashley,Activo,1403
1404,Port Austin,Activo,1404
1405,North Nicholas,Activo,1405
1406,Lake Elijahfurt,Activo,1406
1407,South Edwardberg,Activo,1407
1408,North Paul,Activo,1408
1409,East Donald,Activo,1409
1410,Millermouth,Activo,1410
1411,Veronicachester,Activo,1411
1412,Youngborough,Activo,1412
1413,Cordovashire,Activo,1413
1414,East Troyborough,Activo,1414
1415,East Brandonton,Activo,1415
1416,North Johnshire,Activo,1416
1417,New Ashley,Activo,1417
1418,Port Manuelborough,Activo,1418
1419,East Trevorbury,Activo,1419
1420,Youngbury,Activo,1420
1421,Annaville,Activo,1421
1422,East Jordan,Activo,1422
1423,Port Leonard,Activo,1423
1424,Carrieport,Activo,1424
1425,East Thomas,Inactivo,1425
1426,New Katie,Activo,1426
1427,Littlefurt,Activo,1427
1428,Lake Ashleybury,Activo,1428
1429,Port Ruben,Inactivo,1429
1430,Wattsland,Activo,1430
1431,Jessicaton,Activo,1431
1432,Hernandezchester,Activo,1432
1433,Michellefort,Activo,1433
1434,East Laurie,Activo,1434
1435,Seanshire,Inactivo,1435
1436,East Kimberly,Activo,1436
1437,Richardhaven,Activo,1437
1438,North Justinshire,Activo,1438
1439,Richardsonside,Activo,1439
1440,Karafurt,Activo,1440
1441,Robertfurt,Activo,1441
1442,Lake Lindsey,Activo,1442
1443,East Christopherville,Activo,1443
1444,Victoriahaven,Activo,1444
1445,Lake Andrew,Activo,1445
1446,Kathymouth,Activo,1446
1447,New Brandi,Activo,1447
1448,East Joanburgh,Activo,1448
1449,Thomasland,Activo,1449
1450,Crawfordfort,Activo,1450
1451,Port Dana,Activo,1451
1452,New Rachaelport,Activo,1452
1453,Ryanport,Activo,1453
1454,Smithmouth,Activo,1454
1455,West Kristenton,Activo,1455
1456,North Frank,Activo,1456
1457,West Xaviermouth,Activo,1457
1458,Kelliton,Activo,1458
1459,New Morgan,Activo,1459
1460,Branchfurt,Activo,1460
1461,West Theresa,Activo,1461
1462,North Leslie,Inactivo,1462
1463,Port Pamelaborough,Activo,1463
1464,North Ernestbury,Activo,1464
1465,Lake Gina,Activo,1465
1466,Lloydstad,Activo,1466
1467,Williamsside,Activo,1467
1468,New Carol,Activo,1468
1469,Christinachester,Activo,1469
1470,Robinsonchester,Activo,1470
1471,Port Lisa,Activo,1471
1472,Cooperside,Activo,1472
1473,Hicksburgh,Activo,1473
1474,Jasonton,Activo,1474
1475,South Debbieland,Inactivo,1475
1476,Blackfort,Activo,1476
1477,Trevorport,Activo,1477
1478,Cameronville,Activo,1478
1479,South Philipview,Activo,1479
1480,Susanmouth,Activo,1480
1481,Marshallbury,Activo,1481
1482,Fieldsberg,Activo,1482
1483,Kevinport,Activo,1483
1484,Brownchester,Activo,1484
1485,Bethanyton,Activo,1485
1486,Lake Christinefort,Activo,1486
1487,New Wendyborough,Activo,1487
1488,Lake Larrybury,Activo,1488
1489,South Beckyhaven,Activo,1489
1490,Port Justin,Activo,1490
1491,Port Matthew,Activo,1491
1492,Port Robinville,Activo,1492
1493,East Sandramouth,Activo,1493
1494,Alexton,Activo,1494
1495,Watkinston,Activo,1495
1496,Lake Jeffreymouth,Activo,1496
1497,Johnland,Activo,1497
1498,New Jonathanton,Activo,1498
1499,Gutierrezberg,Activo,1499
1500,North Connortown,Activo,1500
1501,Greenville,Activo,1501
1502,South David,Activo,1502
1503,Anthonytown,Activo,1503
1504,East Joshua,Activo,1504
1505,South Christinemouth,Activo,1505
1506,East Donna,Activo,1506
1507,Gailhaven,Activo,1507
1508,Melanieview,Activo,1508
1509,Lake Angela,Activo,1509
1510,Port David,Activo,1510
1511,Hatfieldbury,Inactivo,1511
1512,New Brooketon,Activo,1512
1513,Hendricksmouth,Activo,1513
1514,North Charles,Activo,1514
1515,Baileyshire,Activo,1515
1516,New Melissa,Activo,1516
1517,Veronicaport,Inactivo,1517
1518,Crystalton,Activo,1518
1519,Christopherview,Activo,1519
1520,Lake Lisa,Activo,1520
1521,Prestonton,Activo,1521
1522,Port Susan,Activo,1522
1523,Port Rickborough,Activo,1523
1524,Nancyburgh,Activo,1524
1525,Melissahaven,Activo,1525
1526,Annetteville,Activo,1526
1527,East Samanthastad,Activo,1527
1528,Woodview,Activo,1528
1529,Lake Patrickshire,Activo,1529
1530,Lake David,Inactivo,1530
1531,New Lindafort,Activo,1531
1532,New Andreaborough,Inactivo,1532
1533,Collierberg,Activo,1533
1534,Katherineborough,Activo,1534
1535,West Mariatown,Activo,1535
1536,Stephanietown,Activo,1536
1537,Lisafort,Activo,1537
1538,Port Kenneth,Activo,1538
1539,Jonesland,Activo,1539
1540,West Bobbyside,Activo,1540
1541,New Lisafort,Activo,1541
1542,Maxwellhaven,Activo,1542
1543,Terriside,Activo,1543
1544,Perkinstown,Activo,1544
1545,South Lori,Activo,1545
1546,Rogerport,Activo,1546
1547,North Wandamouth,Activo,1547
1548,Rebekahshire,Activo,1548
1549,North Donnaburgh,Activo,1549
1550,Justinborough,Activo,1550
1551,West Juan,Activo,1551
1552,New Victoriaton,Activo,1552
1553,Calebberg,Activo,1553
1554,Tannerstad,Activo,1554
1555,Donnastad,Activo,1555
1556,Port Brandyview,Activo,1556
1557,East Travisburgh,Activo,1557
1558,New Rachel,Activo,1558
1559,Ramirezview,Activo,1559
1560,Lake Brandy,Activo,1560
1561,Kennethport,Inactivo,1561
1562,New Reginald,Activo,1562
1563,Cherylview,Activo,1563
1564,Jamieborough,Activo,1564
1565,Anthonychester,Activo,1565
1566,Port Christopherview,Activo,1566
1567,Dominicport,Activo,1567
1568,Lake Jonathanside,Activo,1568
1569,Smithland,Activo,1569
1570,West Jeffreyland,Activo,1570
1571,Reginashire,Inactivo,1571
1572,Elliotttown,Activo,1572
1573,South Brianna,Activo,1573
1574,Aliciamouth,Activo,1574
1575,Lindafort,Activo,1575
1576,North Seanburgh,Activo,1576
1577,Davidport,Inactivo,1577
1578,East Lauren,Activo,1578
1579,Meganland,Activo,1579
1580,North Gregg,Activo,1580
1581,Katrinamouth,Activo,1581
1582,Port Douglasbury,Activo,1582
1583,Johnberg,Activo,1583
1584,Shirleyville,Activo,1584
1585,New Casey,Activo,1585
1586,East Mike,Activo,1586
1587,New Johnbury,Activo,1587
1588,North Sherrymouth,Activo,1588
1589,Jeffreyland,Activo,1589
1590,Ochoatown,Activo,1590
1591,West John,Activo,1591
1592,Lake Ray,Activo,1592
1593,Lake Cherylmouth,Activo,1593
1594,Jamesshire,Activo,1594
1595,North Marc,Activo,1595
1596,New Derekland,Activo,1596
1597,North Ashley,Activo,1597
1598,Lake Susan,Activo,1598
1599,South Karen,Activo,1599
1600,West Jasmine,Activo,1600
1601,East Danielleville,Activo,1601
1602,Floresland,Inactivo,1602
1603,Port Dawnfurt,Activo,1603
1604,Matthewstad,Activo,1604
1605,South Markview,Activo,1605
1606,Samanthabury,Activo,1606
1607,North Paulland,Activo,1607
1608,Wilsonshire,Activo,1608
1609,Port Ginafort,Activo,1609
1610,Mercedesland,Activo,1610
1611,Williamsonfurt,Activo,1611
1612,New Loganport,Activo,1612
1613,New Melissa,Activo,1613
1614,Jasonmouth,Activo,1614
1615,South Susanland,Activo,1615
1616,South Susan,Activo,1616
1617,Watsonchester,Activo,1617
1618,Tammyshire,Activo,1618
1619,Shannonshire,Activo,1619
1620,Amandashire,Activo,1620
1621,Lake Pamela,Activo,1621
1622,West Juan,Inactivo,1622
1623,East Shane,Activo,1623
1624,Lake Amanda,Activo,1624
1625,Wilsonfurt,Activo,1625
1626,Chavezberg,Activo,1626
1627,South Brentburgh,Activo,1627
1628,Lake Sarahville,Activo,1628
1629,Lake Michael,Activo,1629
1630,South Brendan,Activo,1630
1631,Evansside,Activo,1631
1632,Moralesstad,Activo,1632
1633,New Christian,Activo,1633
1634,North Kimberlyfurt,Activo,1634
1635,South Thomaschester,Activo,1635
1636,Leslietown,Activo,1636
1637,Chambershaven,Inactivo,1637
1638,Jasonstad,Activo,1638
1639,West Kevinmouth,Activo,1639
1640,Michaelfort,Activo,1640
1641,West Doris,Inactivo,1641
1642,Marvinfort,Activo,1642
1643,Jonesmouth,Activo,1643
1644,Contrerasbury,Activo,1644
1645,Kristinemouth,Activo,1645
1646,Lake Jennifermouth,Activo,1646
1647,Port Jennifer,Activo,1647
1648,New Heather,Activo,1648
1649,Ericborough,Activo,1649
1650,Andreamouth,Activo,1650
1651,East Bradleyview,Activo,1651
1652,Codytown,Activo,1652
1653,North Troyview,Activo,1653
1654,Jessicabury,Inactivo,1654
1655,Port Markchester,Activo,1655
1656,West David,Activo,1656
1657,Morenomouth,Activo,1657
1658,Robinsonmouth,Activo,1658
1659,Brooksstad,Activo,1659
1660,New Danielside,Activo,1660
1661,North Tiffany,Activo,1661
1662,New Mackenzie,Activo,1662
1663,West Felicia,Activo,1663
1664,Rebeccachester,Activo,1664
1665,West Tiffany,Activo,1665
1666,South Jessica,Activo,1666
1667,Port Kylefort,Activo,1667
1668,West Walter,Activo,1668
1669,North Bobbyberg,Activo,1669
1670,Lloydview,Activo,1670
1671,Lake Cody,Activo,1671
1672,Seanside,Activo,1672
1673,Davidshire,Activo,1673
1674,Alisonland,Activo,1674
1675,Hendersonmouth,Activo,1675
1676,West Richardbury,Activo,1676
1677,West Lindamouth,Activo,1677
1678,Quinnshire,Activo,1678
1679,North Andrea,Activo,1679
1680,Waltershaven,Activo,1680
1681,Lake Marthaville,Activo,1681
1682,South Shannon,Activo,1682
1683,Brookehaven,Activo,1683
1684,Jimenezstad,Activo,1684
1685,Fordmouth,Activo,1685
1686,Jeffreyfurt,Activo,1686
1687,West Matthew,Activo,1687
1688,Solisville,Activo,1688
1689,North Franklin,Activo,1689
1690,New Madisonstad,Activo,1690
1691,West Charlesside,Activo,1691
1692,Crawfordborough,Activo,1692
1693,Matthewtown,Activo,1693
1694,Maryside,Activo,1694
1695,Debraville,Activo,1695
1696,East Larry,Activo,1696
1697,East Theresa,Activo,1697
1698,Lake Ericview,Activo,1698
1699,Velezberg,Activo,1699
1700,Nicoleberg,Activo,1700
1701,Lake Bryan,Activo,1701
1702,Jessicaview,Activo,1702
1703,Adamview,Activo,1703
1704,South Henry,Activo,1704
1705,Brownmouth,Activo,1705
1706,Leeburgh,Activo,1706
1707,Arellanomouth,Activo,1707
1708,Davidmouth,Activo,1708
1709,Margaretborough,Activo,1709
1710,Lake James,Activo,1710
1711,North John,Activo,1711
1712,Port Maria,Activo,1712
1713,Phyllisville,Activo,1713
1714,Kevinfurt,Activo,1714
1715,Amandabury,Activo,1715
1716,Tranmouth,Activo,1716
1717,Luisstad,Activo,1717
1718,East Kristinfort,Activo,1718
1719,New Patricia,Activo,1719
1720,North Ronald,Activo,1720
1721,New Ashleyhaven,Activo,1721
1722,Lake Jonathan,Activo,1722
1723,Port Nancy,Activo,1723
1724,Lake Robert,Activo,1724
1725,Meganburgh,Activo,1725
1726,West Laurastad,Activo,1726
1727,South Jameschester,Activo,1727
1728,Port Christopher,Activo,1728
1729,Port Timothy,Activo,1729
1730,Moraport,Activo,1730
1731,Theresachester,Activo,1731
1732,New Gary,Activo,1732
1733,Lake Kristin,Activo,1733
1734,South Omarport,Activo,1734
1735,Hodgesshire,Activo,1735
1736,West Danny,Activo,1736
1737,Port Debra,Activo,1737
1738,Reneeside,Activo,1738
1739,Hillfort,Activo,1739
1740,Lake Kimberlymouth,Activo,1740
1741,Burnsside,Activo,1741
1742,West Adamchester,Activo,1742
1743,New James,Activo,1743
1744,North Zoe,Activo,1744
1745,Burkefurt,Activo,1745
1746,Janiceshire,Activo,1746
1747,East Jessicaburgh,Activo,1747
1748,New Jack,Activo,1748
1749,Woodsport,Activo,1749
1750,Lake Kyleborough,Activo,1750
1751,Lauraport,Activo,1751
1752,East Mark,Activo,1752
1753,North Kaylaport,Activo,1753
1754,Davenportbury,Activo,1754
1755,Davidsonhaven,Activo,1755
1756,Lake Mariaport,Activo,1756
1757,West Jeremy,Activo,1757
1758,Leahberg,Activo,1758
1759,Port Seanberg,Activo,1759
1760,South Connie,Activo,1760
1761,Michellehaven,Activo,1761
1762,Donnastad,Activo,1762
1763,Kathrynchester,Activo,1763
