nbr_can_id,var_can_nombre,var_can_status,nbr_pro_id
1291,Distrito Metropolitano de Quito,En vigencia,1291
1292,Distrito Metropolitano de Quito,En vigencia,1292
1293,Puerto Quito,En vigencia,1293
1294,Distrito Metropolitano de Quito,En vigencia,1294
1295,Rumiñahui,En vigencia,1295
1296,Distrito Metropolitano de Quito,En vigencia,1296
1297,Mejia,En vigencia,1297
1298,Puerto Quito,No existe,1298
1299,Distrito Metropolitano de Quito,En vigencia,1299
1300,Distrito Metropolitano de Quito,En vigencia,1300
1301,Pedro Moncayo,En vigencia,1301
1302,Distrito Metropolitano de Quito,En vigencia,1302
1303,Pedro Moncayo,En vigencia,1303
1304,Distrito Metropolitano de Quito,En vigencia,1304
1305,Distrito Metropolitano de Quito,No existe,1305
1306,Distrito Metropolitano de Quito,En vigencia,1306
1307,Rumiñahui,En vigencia,1307
1308,Distrito Metropolitano de Quito,En vigencia,1308
1309,Distrito Metropolitano de Quito,En vigencia,1309
1310,Distrito Metropolitano de Quito,En vigencia,1310
1311,Distrito Metropolitano de Quito,En vigencia,1311
1312,Distrito Metropolitano de Quito,En vigencia,1312
1313,Distrito Metropolitano de Quito,En vigencia,1313
1314,Rumiñahui,En vigencia,1314
1315,Pedro Moncayo,En vigencia,1315
1316,Mejia,En vigencia,1316
1317,Distrito Metropolitano de Quito,En vigencia,1317
1318,Distrito Metropolitano de Quito,En vigencia,1318
1319,Puerto Quito,En vigencia,1319
1320,Distrito Metropolitano de Quito,En vigencia,1320
1321,Pedro Moncayo,En vigencia,1321
1322,Distrito Metropolitano de Quito,En vigencia,1322
1323,Pedro Vicente Maldonado,En vigencia,1323
1324,Distrito Metropolitano de Quito,En vigencia,1324
1325,Distrito Metropolitano de Quito,En vigencia,1325
1326,Distrito Metropolitano de Quito,En vigencia,1326
1327,Distrito Metropolitano de Quito,En vigencia,1327
1328,Distrito Metropolitano de Quito,En vigencia,1328
1329,Distrito Metropolitano de Quito,No existe,1329
1330,Distrito Metropolitano de Quito,En vigencia,1330
1331,Distrito Metropolitano de Quito,En vigencia,1331
1332,Mejia,En vigencia,1332
1333,Distrito Metropolitano de Quito,En vigencia,1333
1334,Distrito Metropolitano de Quito,En vigencia,1334
1335,Distrito Metropolitano de Quito,En vigencia,1335
1336,Cayambe,En vigencia,1336
1337,Distrito Metropolitano de Quito,En vigencia,1337
1338,San Miguel de los Bancos,En vigencia,1338
1339,Pedro Vicente Maldonado,En vigencia,1339
1340,Distrito Metropolitano de Quito,En vigencia,1340
1341,Puerto Quito,En vigencia,1341
1342,Distrito Metropolitano de Quito,En vigencia,1342
1343,Distrito Metropolitano de Quito,En vigencia,1343
1344,Cayambe,En vigencia,1344
1345,Distrito Metropolitano de Quito,En vigencia,1345
1346,Cayambe,En vigencia,1346
1347,Mejia,En vigencia,1347
1348,Distrito Metropolitano de Quito,En vigencia,1348
1349,Distrito Metropolitano de Quito,En vigencia,1349
1350,Distrito Metropolitano de Quito,En vigencia,1350
1351,Distrito Metropolitano de Quito,En vigencia,1351
1352,Distrito Metropolitano de Quito,En vigencia,1352
1353,Pedro Vicente Maldonado,En vigencia,1353
1354,Rumiñahui,En vigencia,1354
1355,Distrito Metropolitano de Quito,En vigencia,1355
1356,Distrito Metropolitano de Quito,En vigencia,1356
1357,Pedro Moncayo,En vigencia,1357
1358,Distrito Metropolitano de Quito,En vigencia,1358
1359,Rumiñahui,En vigencia,1359
1360,Distrito Metropolitano de Quito,No existe,1360
1361,Distrito Metropolitano de Quito,En vigencia,1361
1362,Mejia,En vigencia,1362
1363,Puerto Quito,En vigencia,1363
1364,Rumiñahui,En vigencia,1364
1365,Mejia,En vigencia,1365
1366,Pedro Vicente Maldonado,En vigencia,1366
1367,Distrito Metropolitano de Quito,En vigencia,1367
1368,Pedro Moncayo,En vigencia,1368
1369,Pedro Vicente Maldonado,En vigencia,1369
1370,Cayambe,En vigencia,1370
1371,San Miguel de los Bancos,En vigencia,1371
1372,Cayambe,En vigencia,1372
1373,Distrito Metropolitano de Quito,En vigencia,1373
1374,Distrito Metropolitano de Quito,En vigencia,1374
1375,Distrito Metropolitano de Quito,En vigencia,1375
1376,Pedro Moncayo,En vigencia,1376
1377,Distrito Metropolitano de Quito,En vigencia,1377
1378,Distrito Metropolitano de Quito,En vigencia,1378
1379,Distrito Metropolitano de Quito,En vigencia,1379
1380,Pedro Vicente Maldonado,En vigencia,1380
1381,Distrito Metropolitano de Quito,En vigencia,1381
1382,Distrito Metropolitano de Quito,En vigencia,1382
1383,Distrito Metropolitano de Quito,En vigencia,1383
1384,Distrito Metropolitano de Quito,En vigencia,1384
1385,Distrito Metropolitano de Quito,En vigencia,1385
1386,Distrito Metropolitano de Quito,En vigencia,1386
1387,Distrito Metropolitano de Quito,En vigencia,1387
1388,Distrito Metropolitano de Quito,En vigencia,1388
1389,Distrito Metropolitano de Quito,En vigencia,1389
1390,Distrito Metropolitano de Quito,En vigencia,1390
1391,Distrito Metropolitano de Quito,En vigencia,1391
1392,Pedro Moncayo,En vigencia,1392
1393,Pedro Vicente Maldonado,En vigencia,1393
1394,Distrito Metropolitano de Quito,En vigencia,1394
1395,Distrito Metropolitano de Quito,En vigencia,1395
1396,Cayambe,En vigencia,1396
1397,Distrito Metropolitano de Quito,En vigencia,1397
1398,Mejia,En vigencia,1398
1399,Distrito Metropolitano de Quito,No existe,1399
1400,Distrito Metropolitano de Quito,En vigencia,1400
1401,Distrito Metropolitano de Quito,En vigencia,1401
1402,Distrito Metropolitano de Quito,En vigencia,1402
1403,Pedro Moncayo,En vigencia,1403
1404,Rumiñahui,En vigencia,1404
1405,Distrito Metropolitano de Quito,En vigencia,1405
1406,Puerto Quito,En vigencia,1406
1407,Pedro Moncayo,En vigencia,1407
1408,Distrito Metropolitano de Quito,En vigencia,1408
1409,Distrito Metropolitano de Quito,En vigencia,1409
1410,Distrito Metropolitano de Quito,En vigencia,1410
1411,Distrito Metropolitano de Quito,En vigencia,1411
1412,Distrito Metropolitano de Quito,En vigencia,1412
1413,Puerto Quito,En vigencia,1413
1414,Cayambe,En vigencia,1414
1415,Distrito Metropolitano de Quito,En vigencia,1415
1416,Puerto Quito,En vigencia,1416
1417,San Miguel de los Bancos,En vigencia,1417
1418,Distrito Metropolitano de Quito,En vigencia,1418
1419,Distrito Metropolitano de Quito,En vigencia,1419
1420,Distrito Metropolitano de Quito,En vigencia,1420
1421,Distrito Metropolitano de Quito,En vigencia,1421
1422,Pedro Vicente Maldonado,En vigencia,1422
1423,Pedro Vicente Maldonado,En vigencia,1423
1424,Cayambe,No existe,1424
1425,Distrito Metropolitano de Quito,En vigencia,1425
1426,Distrito Metropolitano de Quito,En vigencia,1426
1427,Distrito Metropolitano de Quito,En vigencia,1427
1428,Pedro Vicente Maldonado,En vigencia,1428
1429,Distrito Metropolitano de Quito,No existe,1429
1430,Distrito Metropolitano de Quito,En vigencia,1430
1431,Distrito Metropolitano de Quito,En vigencia,1431
1432,Distrito Metropolitano de Quito,En vigencia,1432
1433,Distrito Metropolitano de Quito,En vigencia,1433
1434,San Miguel de los Bancos,En vigencia,1434
1435,Pedro Vicente Maldonado,En vigencia,1435
1436,Distrito Metropolitano de Quito,En vigencia,1436
1437,Distrito Metropolitano de Quito,En vigencia,1437
1438,Distrito Metropolitano de Quito,En vigencia,1438
1439,Pedro Vicente Maldonado,En vigencia,1439
1440,Distrito Metropolitano de Quito,En vigencia,1440
1441,Distrito Metropolitano de Quito,En vigencia,1441
1442,Pedro Vicente Maldonado,En vigencia,1442
1443,Pedro Vicente Maldonado,En vigencia,1443
1444,Puerto Quito,En vigencia,1444
1445,Distrito Metropolitano de Quito,En vigencia,1445
1446,Distrito Metropolitano de Quito,En vigencia,1446
1447,Distrito Metropolitano de Quito,En vigencia,1447
1448,Distrito Metropolitano de Quito,En vigencia,1448
1449,Mejia,En vigencia,1449
1450,Distrito Metropolitano de Quito,En vigencia,1450
1451,Distrito Metropolitano de Quito,En vigencia,1451
1452,Rumiñahui,En vigencia,1452
1453,Distrito Metropolitano de Quito,En vigencia,1453
1454,Distrito Metropolitano de Quito,En vigencia,1454
1455,Distrito Metropolitano de Quito,En vigencia,1455
1456,Distrito Metropolitano de Quito,En vigencia,1456
1457,Distrito Metropolitano de Quito,En vigencia,1457
1458,Puerto Quito,En vigencia,1458
1459,Rumiñahui,En vigencia,1459
1460,Distrito Metropolitano de Quito,En vigencia,1460
1461,Distrito Metropolitano de Quito,En vigencia,1461
1462,Distrito Metropolitano de Quito,No existe,1462
1463,Distrito Metropolitano de Quito,En vigencia,1463
1464,Rumiñahui,En vigencia,1464
1465,Pedro Vicente Maldonado,En vigencia,1465
1466,San Miguel de los Bancos,En vigencia,1466
1467,Distrito Metropolitano de Quito,En vigencia,1467
1468,Distrito Metropolitano de Quito,En vigencia,1468
1469,Cayambe,En vigencia,1469
1470,Distrito Metropolitano de Quito,En vigencia,1470
1471,Cayambe,En vigencia,1471
1472,Distrito Metropolitano de Quito,En vigencia,1472
1473,Mejia,En vigencia,1473
1474,Puerto Quito,En vigencia,1474
1475,Distrito Metropolitano de Quito,En vigencia,1475
1476,Distrito Metropolitano de Quito,En vigencia,1476
1477,Cayambe,En vigencia,1477
1478,Pedro Moncayo,En vigencia,1478
1479,Distrito Metropolitano de Quito,En vigencia,1479
1480,Distrito Metropolitano de Quito,En vigencia,1480
1481,Distrito Metropolitano de Quito,En vigencia,1481
1482,Distrito Metropolitano de Quito,No existe,1482
1483,Cayambe,En vigencia,1483
1484,San Miguel de los Bancos,En vigencia,1484
1485,Distrito Metropolitano de Quito,En vigencia,1485
1486,San Miguel de los Bancos,En vigencia,1486
1487,Distrito Metropolitano de Quito,En vigencia,1487
1488,Distrito Metropolitano de Quito,En vigencia,1488
1489,Distrito Metropolitano de Quito,En vigencia,1489
1490,Distrito Metropolitano de Quito,En vigencia,1490
1491,Distrito Metropolitano de Quito,En vigencia,1491
1492,Distrito Metropolitano de Quito,En vigencia,1492
1493,Mejia,En vigencia,1493
1494,Distrito Metropolitano de Quito,En vigencia,1494
1495,Distrito Metropolitano de Quito,En vigencia,1495
1496,San Miguel de los Bancos,En vigencia,1496
1497,Pedro Vicente Maldonado,En vigencia,1497
1498,Distrito Metropolitano de Quito,En vigencia,1498
1499,Distrito Metropolitano de Quito,En vigencia,1499
1500,Puerto Quito,En vigencia,1500
1501,Mejia,En vigencia,1501
1502,San Miguel de los Bancos,En vigencia,1502
1503,Puerto Quito,En vigencia,1503
1504,Distrito Metropolitano de Quito,En vigencia,1504
1505,Distrito Metropolitano de Quito,En vigencia,1505
1506,Distrito Metropolitano de Quito,En vigencia,1506
1507,Distrito Metropolitano de Quito,En vigencia,1507
1508,Pedro Vicente Maldonado,En vigencia,1508
1509,San Miguel de los Bancos,En vigencia,1509
1510,Distrito Metropolitano de Quito,En vigencia,1510
1511,Mejia,En vigencia,1511
1512,Distrito Metropolitano de Quito,En vigencia,1512
1513,Distrito Metropolitano de Quito,En vigencia,1513
1514,Distrito Metropolitano de Quito,En vigencia,1514
1515,Distrito Metropolitano de Quito,En vigencia,1515
1516,Distrito Metropolitano de Quito,En vigencia,1516
1517,Rumiñahui,En vigencia,1517
1518,Distrito Metropolitano de Quito,No existe,1518
1519,Rumiñahui,En vigencia,1519
1520,Pedro Moncayo,En vigencia,1520
1521,Distrito Metropolitano de Quito,En vigencia,1521
1522,Cayambe,En vigencia,1522
1523,Cayambe,En vigencia,1523
1524,Distrito Metropolitano de Quito,En vigencia,1524
1525,Pedro Vicente Maldonado,En vigencia,1525
1526,San Miguel de los Bancos,En vigencia,1526
1527,Distrito Metropolitano de Quito,En vigencia,1527
1528,Distrito Metropolitano de Quito,En vigencia,1528
1529,Pedro Vicente Maldonado,En vigencia,1529
1530,San Miguel de los Bancos,En vigencia,1530
1531,Distrito Metropolitano de Quito,En vigencia,1531
1532,Distrito Metropolitano de Quito,En vigencia,1532
1533,Distrito Metropolitano de Quito,En vigencia,1533
1534,San Miguel de los Bancos,En vigencia,1534
1535,Mejia,En vigencia,1535
1536,Cayambe,En vigencia,1536
1537,Rumiñahui,En vigencia,1537
1538,Rumiñahui,En vigencia,1538
1539,Distrito Metropolitano de Quito,En vigencia,1539
1540,Puerto Quito,No existe,1540
1541,Cayambe,En vigencia,1541
1542,Distrito Metropolitano de Quito,En vigencia,1542
1543,Rumiñahui,En vigencia,1543
1544,San Miguel de los Bancos,En vigencia,1544
1545,Distrito Metropolitano de Quito,No existe,1545
1546,Distrito Metropolitano de Quito,En vigencia,1546
1547,Distrito Metropolitano de Quito,En vigencia,1547
1548,Pedro Vicente Maldonado,En vigencia,1548
1549,Distrito Metropolitano de Quito,En vigencia,1549
1550,Distrito Metropolitano de Quito,En vigencia,1550
1551,Distrito Metropolitano de Quito,En vigencia,1551
1552,Distrito Metropolitano de Quito,En vigencia,1552
1553,Distrito Metropolitano de Quito,En vigencia,1553
1554,Pedro Vicente Maldonado,En vigencia,1554
1555,Puerto Quito,En vigencia,1555
1556,Distrito Metropolitano de Quito,En vigencia,1556
1557,Distrito Metropolitano de Quito,En vigencia,1557
1558,Mejia,En vigencia,1558
1559,Distrito Metropolitano de Quito,En vigencia,1559
1560,Distrito Metropolitano de Quito,En vigencia,1560
1561,Puerto Quito,En vigencia,1561
1562,Distrito Metropolitano de Quito,En vigencia,1562
1563,Cayambe,En vigencia,1563
1564,Distrito Metropolitano de Quito,En vigencia,1564
1565,Distrito Metropolitano de Quito,En vigencia,1565
1566,Distrito Metropolitano de Quito,En vigencia,1566
1567,Distrito Metropolitano de Quito,En vigencia,1567
1568,Distrito Metropolitano de Quito,En vigencia,1568
1569,Distrito Metropolitano de Quito,En vigencia,1569
1570,Distrito Metropolitano de Quito,En vigencia,1570
1571,Distrito Metropolitano de Quito,En vigencia,1571
1572,Distrito Metropolitano de Quito,En vigencia,1572
1573,Distrito Metropolitano de Quito,En vigencia,1573
1574,Distrito Metropolitano de Quito,En vigencia,1574
1575,Distrito Metropolitano de Quito,En vigencia,1575
1576,Pedro Vicente Maldonado,En vigencia,1576
1577,Distrito Metropolitano de Quito,En vigencia,1577
1578,San Miguel de los Bancos,En vigencia,1578
1579,Distrito Metropolitano de Quito,En vigencia,1579
1580,Distrito Metropolitano de Quito,En vigencia,1580
1581,Distrito Metropolitano de Quito,En vigencia,1581
1582,Distrito Metropolitano de Quito,En vigencia,1582
1583,Distrito Metropolitano de Quito,En vigencia,1583
1584,Distrito Metropolitano de Quito,En vigencia,1584
1585,Distrito Metropolitano de Quito,En vigencia,1585
1586,Distrito Metropolitano de Quito,En vigencia,1586
1587,Rumiñahui,En vigencia,1587
1588,Distrito Metropolitano de Quito,En vigencia,1588
1589,Distrito Metropolitano de Quito,En vigencia,1589
1590,Pedro Moncayo,En vigencia,1590
1591,Cayambe,En vigencia,1591
1592,Distrito Metropolitano de Quito,En vigencia,1592
1593,Distrito Metropolitano de Quito,En vigencia,1593
1594,Pedro Moncayo,En vigencia,1594
1595,Distrito Metropolitano de Quito,En vigencia,1595
1596,Distrito Metropolitano de Quito,En vigencia,1596
1597,Cayambe,En vigencia,1597
1598,Cayambe,En vigencia,1598
1599,Distrito Metropolitano de Quito,En vigencia,1599
1600,Distrito Metropolitano de Quito,En vigencia,1600
1601,Pedro Vicente Maldonado,En vigencia,1601
1602,Distrito Metropolitano de Quito,En vigencia,1602
1603,Distrito Metropolitano de Quito,En vigencia,1603
1604,Distrito Metropolitano de Quito,En vigencia,1604
1605,Distrito Metropolitano de Quito,En vigencia,1605
1606,Distrito Metropolitano de Quito,En vigencia,1606
1607,Distrito Metropolitano de Quito,En vigencia,1607
1608,Distrito Metropolitano de Quito,En vigencia,1608
1609,Distrito Metropolitano de Quito,En vigencia,1609
1610,Distrito Metropolitano de Quito,En vigencia,1610
1611,Pedro Vicente Maldonado,En vigencia,1611
1612,San Miguel de los Bancos,En vigencia,1612
1613,Mejia,En vigencia,1613
1614,Pedro Moncayo,En vigencia,1614
1615,Distrito Metropolitano de Quito,En vigencia,1615
1616,Mejia,En vigencia,1616
1617,San Miguel de los Bancos,En vigencia,1617
1618,Distrito Metropolitano de Quito,En vigencia,1618
1619,Rumiñahui,En vigencia,1619
1620,Cayambe,En vigencia,1620
1621,Distrito Metropolitano de Quito,En vigencia,1621
1622,Mejia,En vigencia,1622
1623,Distrito Metropolitano de Quito,En vigencia,1623
1624,Distrito Metropolitano de Quito,En vigencia,1624
1625,Distrito Metropolitano de Quito,En vigencia,1625
1626,Distrito Metropolitano de Quito,En vigencia,1626
1627,San Miguel de los Bancos,En vigencia,1627
1628,Distrito Metropolitano de Quito,En vigencia,1628
1629,Distrito Metropolitano de Quito,En vigencia,1629
1630,Distrito Metropolitano de Quito,En vigencia,1630
1631,Distrito Metropolitano de Quito,En vigencia,1631
1632,Distrito Metropolitano de Quito,En vigencia,1632
1633,Distrito Metropolitano de Quito,En vigencia,1633
1634,Distrito Metropolitano de Quito,En vigencia,1634
1635,Distrito Metropolitano de Quito,En vigencia,1635
1636,Distrito Metropolitano de Quito,En vigencia,1636
1637,Cayambe,En vigencia,1637
1638,San Miguel de los Bancos,En vigencia,1638
1639,Distrito Metropolitano de Quito,En vigencia,1639
1640,Distrito Metropolitano de Quito,En vigencia,1640
1641,Distrito Metropolitano de Quito,En vigencia,1641
1642,San Miguel de los Bancos,En vigencia,1642
1643,Distrito Metropolitano de Quito,En vigencia,1643
1644,San Miguel de los Bancos,En vigencia,1644
1645,Pedro Moncayo,En vigencia,1645
1646,Distrito Metropolitano de Quito,En vigencia,1646
1647,Distrito Metropolitano de Quito,En vigencia,1647
1648,Distrito Metropolitano de Quito,En vigencia,1648
1649,Distrito Metropolitano de Quito,En vigencia,1649
1650,Distrito Metropolitano de Quito,En vigencia,1650
1651,Distrito Metropolitano de Quito,En vigencia,1651
1652,Distrito Metropolitano de Quito,En vigencia,1652
1653,Distrito Metropolitano de Quito,En vigencia,1653
1654,Distrito Metropolitano de Quito,En vigencia,1654
1655,Distrito Metropolitano de Quito,No existe,1655
1656,Distrito Metropolitano de Quito,En vigencia,1656
1657,Distrito Metropolitano de Quito,No existe,1657
1658,Distrito Metropolitano de Quito,En vigencia,1658
1659,Distrito Metropolitano de Quito,En vigencia,1659
1660,Pedro Vicente Maldonado,En vigencia,1660
1661,San Miguel de los Bancos,En vigencia,1661
1662,Distrito Metropolitano de Quito,En vigencia,1662
1663,Distrito Metropolitano de Quito,En vigencia,1663
1664,San Miguel de los Bancos,En vigencia,1664
1665,Distrito Metropolitano de Quito,En vigencia,1665
1666,Rumiñahui,En vigencia,1666
1667,Distrito Metropolitano de Quito,En vigencia,1667
1668,Distrito Metropolitano de Quito,En vigencia,1668
1669,Distrito Metropolitano de Quito,En vigencia,1669
1670,Mejia,En vigencia,1670
1671,Distrito Metropolitano de Quito,En vigencia,1671
1672,Distrito Metropolitano de Quito,En vigencia,1672
1673,San Miguel de los Bancos,En vigencia,1673
1674,Distrito Metropolitano de Quito,En vigencia,1674
1675,Distrito Metropolitano de Quito,En vigencia,1675
1676,Distrito Metropolitano de Quito,En vigencia,1676
1677,Distrito Metropolitano de Quito,En vigencia,1677
1678,Distrito Metropolitano de Quito,En vigencia,1678
1679,Distrito Metropolitano de Quito,En vigencia,1679
1680,Puerto Quito,En vigencia,1680
1681,Distrito Metropolitano de Quito,En vigencia,1681
1682,Distrito Metropolitano de Quito,En vigencia,1682
1683,Distrito Metropolitano de Quito,En vigencia,1683
1684,Distrito Metropolitano de Quito,En vigencia,1684
1685,Distrito Metropolitano de Quito,En vigencia,1685
1686,Cayambe,En vigencia,1686
1687,Distrito Metropolitano de Quito,En vigencia,1687
1688,Distrito Metropolitano de Quito,En vigencia,1688
1689,Distrito Metropolitano de Quito,En vigencia,1689
1690,Distrito Metropolitano de Quito,En vigencia,1690
1691,Distrito Metropolitano de Quito,En vigencia,1691
1692,Distrito Metropolitano de Quito,En vigencia,1692
1693,Distrito Metropolitano de Quito,En vigencia,1693
1694,Puerto Quito,No existe,1694
1695,Distrito Metropolitano de Quito,En vigencia,1695
1696,Distrito Metropolitano de Quito,En vigencia,1696
1697,San Miguel de los Bancos,En vigencia,1697
1698,Distrito Metropolitano de Quito,En vigencia,1698
1699,Distrito Metropolitano de Quito,En vigencia,1699
1700,Distrito Metropolitano de Quito,En vigencia,1700
1701,Distrito Metropolitano de Quito,En vigencia,1701
1702,Distrito Metropolitano de Quito,En vigencia,1702
1703,Distrito Metropolitano de Quito,En vigencia,1703
1704,Distrito Metropolitano de Quito,En vigencia,1704
1705,Distrito Metropolitano de Quito,En vigencia,1705
1706,Distrito Metropolitano de Quito,En vigencia,1706
1707,San Miguel de los Bancos,En vigencia,1707
1708,Distrito Metropolitano de Quito,En vigencia,1708
1709,Puerto Quito,En vigencia,1709
1710,Distrito Metropolitano de Quito,En vigencia,1710
1711,Cayambe,En vigencia,1711
1712,Distrito Metropolitano de Quito,En vigencia,1712
1713,Mejia,En vigencia,1713
1714,Distrito Metropolitano de Quito,En vigencia,1714
1715,Distrito Metropolitano de Quito,En vigencia,1715
1716,Distrito Metropolitano de Quito,En vigencia,1716
1717,Distrito Metropolitano de Quito,En vigencia,1717
1718,Mejia,En vigencia,1718
1719,Distrito Metropolitano de Quito,En vigencia,1719
1720,Distrito Metropolitano de Quito,En vigencia,1720
1721,Distrito Metropolitano de Quito,En vigencia,1721
1722,Distrito Metropolitano de Quito,En vigencia,1722
1723,Mejia,En vigencia,1723
1724,Distrito Metropolitano de Quito,En vigencia,1724
1725,Distrito Metropolitano de Quito,En vigencia,1725
1726,Distrito Metropolitano de Quito,En vigencia,1726
1727,Distrito Metropolitano de Quito,En vigencia,1727
1728,Distrito Metropolitano de Quito,En vigencia,1728
1729,Pedro Vicente Maldonado,En vigencia,1729
1730,Distrito Metropolitano de Quito,En vigencia,1730
1731,Pedro Vicente Maldonado,En vigencia,1731
1732,Distrito Metropolitano de Quito,En vigencia,1732
1733,Distrito Metropolitano de Quito,En vigencia,1733
1734,Distrito Metropolitano de Quito,En vigencia,1734
1735,Distrito Metropolitano de Quito,En vigencia,1735
1736,Distrito Metropolitano de Quito,En vigencia,1736
1737,Pedro Vicente Maldonado,En vigencia,1737
1738,Distrito Metropolitano de Quito,En vigencia,1738
1739,Distrito Metropolitano de Quito,En vigencia,1739
1740,San Miguel de los Bancos,En vigencia,1740
1741,Distrito Metropolitano de Quito,En vigencia,1741
1742,Distrito Metropolitano de Quito,En vigencia,1742
1743,Distrito Metropolitano de Quito,En vigencia,1743
1744,Distrito Metropolitano de Quito,En vigencia,1744
1745,Distrito Metropolitano de Quito,En vigencia,1745
1746,Distrito Metropolitano de Quito,En vigencia,1746
1747,Distrito Metropolitano de Quito,En vigencia,1747
1748,Mejia,En vigencia,1748
1749,Distrito Metropolitano de Quito,En vigencia,1749
1750,Puerto Quito,En vigencia,1750
1751,Distrito Metropolitano de Quito,En vigencia,1751
1752,Distrito Metropolitano de Quito,En vigencia,1752
1753,Distrito Metropolitano de Quito,En vigencia,1753
1754,Distrito Metropolitano de Quito,En vigencia,1754
1755,Rumiñahui,En vigencia,1755
1756,Distrito Metropolitano de Quito,En vigencia,1756
1757,Puerto Quito,En vigencia,1757
1758,Distrito Metropolitano de Quito,En vigencia,1758
1759,Distrito Metropolitano de Quito,En vigencia,1759
1760,Pedro Vicente Maldonado,En vigencia,1760
1761,Distrito Metropolitano de Quito,En vigencia,1761
1762,Mejia,En vigencia,1762
1763,Mejia,En vigencia,1763
1764,Distrito Metropolitano de Quito,En vigencia,1764
1765,Distrito Metropolitano de Quito,En vigencia,1765
1766,Distrito Metropolitano de Quito,En vigencia,1766
1767,Distrito Metropolitano de Quito,En vigencia,1767
1768,Pedro Vicente Maldonado,En vigencia,1768
1769,Cayambe,En vigencia,1769
1770,Distrito Metropolitano de Quito,En vigencia,1770
1771,Distrito Metropolitano de Quito,En vigencia,1771
1772,Distrito Metropolitano de Quito,En vigencia,1772
1773,Distrito Metropolitano de Quito,En vigencia,1773
1774,Distrito Metropolitano de Quito,En vigencia,1774
1775,Distrito Metropolitano de Quito,En vigencia,1775
1776,Distrito Metropolitano de Quito,En vigencia,1776
1777,Mejia,No existe,1777
1778,Distrito Metropolitano de Quito,En vigencia,1778
1779,Distrito Metropolitano de Quito,En vigencia,1779
1780,Distrito Metropolitano de Quito,En vigencia,1780
1781,Rumiñahui,En vigencia,1781
1782,San Miguel de los Bancos,En vigencia,1782
1783,Distrito Metropolitano de Quito,En vigencia,1783
1784,Mejia,En vigencia,1784
1785,Pedro Moncayo,En vigencia,1785
1786,Distrito Metropolitano de Quito,En vigencia,1786
1787,Distrito Metropolitano de Quito,En vigencia,1787
1788,Distrito Metropolitano de Quito,En vigencia,1788
1789,Distrito Metropolitano de Quito,En vigencia,1789
1790,Pedro Vicente Maldonado,En vigencia,1790
1791,Mejia,En vigencia,1791
1792,Cayambe,En vigencia,1792
1793,Distrito Metropolitano de Quito,En vigencia,1793
1794,Distrito Metropolitano de Quito,En vigencia,1794
1795,Puerto Quito,En vigencia,1795
1796,Distrito Metropolitano de Quito,No existe,1796
1797,Distrito Metropolitano de Quito,En vigencia,1797
1798,Distrito Metropolitano de Quito,En vigencia,1798
1799,Mejia,En vigencia,1799
1800,Distrito Metropolitano de Quito,En vigencia,1800
1801,Distrito Metropolitano de Quito,En vigencia,1801
1802,Distrito Metropolitano de Quito,En vigencia,1802
1803,Distrito Metropolitano de Quito,En vigencia,1803
1804,Pedro Moncayo,En vigencia,1804
1805,Rumiñahui,En vigencia,1805
1806,Distrito Metropolitano de Quito,En vigencia,1806
1807,Distrito Metropolitano de Quito,En vigencia,1807
1808,Distrito Metropolitano de Quito,En vigencia,1808
1809,Rumiñahui,En vigencia,1809
1810,Distrito Metropolitano de Quito,En vigencia,1810
1811,Distrito Metropolitano de Quito,En vigencia,1811
1812,Distrito Metropolitano de Quito,En vigencia,1812
1813,Pedro Vicente Maldonado,En vigencia,1813
1814,Distrito Metropolitano de Quito,En vigencia,1814
1815,Distrito Metropolitano de Quito,En vigencia,1815
1816,Distrito Metropolitano de Quito,En vigencia,1816
1817,Distrito Metropolitano de Quito,En vigencia,1817
1818,Pedro Vicente Maldonado,En vigencia,1818
1819,Distrito Metropolitano de Quito,En vigencia,1819
1820,Distrito Metropolitano de Quito,En vigencia,1820
1821,Distrito Metropolitano de Quito,En vigencia,1821
1822,Distrito Metropolitano de Quito,En vigencia,1822
1823,Mejia,En vigencia,1823
1824,Rumiñahui,En vigencia,1824
1825,Distrito Metropolitano de Quito,En vigencia,1825
1826,Distrito Metropolitano de Quito,No existe,1826
1827,Puerto Quito,En vigencia,1827
1828,Distrito Metropolitano de Quito,En vigencia,1828
1829,Distrito Metropolitano de Quito,En vigencia,1829
1830,Distrito Metropolitano de Quito,En vigencia,1830
1831,Distrito Metropolitano de Quito,En vigencia,1831
1832,Distrito Metropolitano de Quito,En vigencia,1832
1833,Distrito Metropolitano de Quito,En vigencia,1833
1834,Distrito Metropolitano de Quito,En vigencia,1834
1835,Distrito Metropolitano de Quito,En vigencia,1835
1836,Distrito Metropolitano de Quito,En vigencia,1836
1837,Rumiñahui,En vigencia,1837
1838,Cayambe,En vigencia,1838
1839,Puerto Quito,En vigencia,1839
1840,Pedro Vicente Maldonado,En vigencia,1840
1841,San Miguel de los Bancos,En vigencia,1841
1842,Distrito Metropolitano de Quito,En vigencia,1842
1843,Cayambe,En vigencia,1843
1844,Pedro Moncayo,En vigencia,1844
1845,Distrito Metropolitano de Quito,En vigencia,1845
1846,Distrito Metropolitano de Quito,En vigencia,1846
1847,Distrito Metropolitano de Quito,En vigencia,1847
1848,Mejia,En vigencia,1848
1849,Pedro Moncayo,En vigencia,1849
