nbr_parro_id,var_parro_nombre,var_parro_status,nbr_can_id
1288,Itchimbía,En vigencia,1288
1289,Centro Histórico,En vigencia,1289
1290,Quitumbe,En vigencia,1290
1291,Centro Histórico,En vigencia,1291
1292,La Libertad,En vigencia,1292
1293,Concepción,En vigencia,1293
1294,La Mena,En vigencia,1294
1295,Centro Histórico,En vigencia,1295
1296,La Libertad,En vigencia,1296
1297,La Libertad,En vigencia,1297
1298,Centro Histórico,En vigencia,1298
1299,La Libertad,En vigencia,1299
1300,La Libertad,En vigencia,1300
1301,La Libertad,En vigencia,1301
1302,Mariscal Sucre,En vigencia,1302
1303,La Libertad,En vigencia,1303
1304,La Libertad,En vigencia,1304
1305,Centro Histórico,En vigencia,1305
1306,Centro Histórico,En vigencia,1306
1307,Chilibulo,En vigencia,1307
1308,Centro Histórico,En vigencia,1308
1309,La Libertad,En vigencia,1309
1310,Centro Histórico,En vigencia,1310
1311,Guamaní,En vigencia,1311
1312,Carcelén,En vigencia,1312
1313,Centro Histórico,En vigencia,1313
1314,El Inca,En vigencia,1314
1315,San Bartolo,En vigencia,1315
1316,Centro Histórico,En vigencia,1316
1317,Centro Histórico,En vigencia,1317
1318,Cochapamba,En vigencia,1318
1319,Centro Histórico,En vigencia,1319
1320,Centro Histórico,En vigencia,1320
1321,Centro Histórico,En vigencia,1321
1322,La Libertad,En vigencia,1322
1323,Cotocollao,En vigencia,1323
1324,Centro Histórico,En vigencia,1324
1325,La Argelia,En vigencia,1325
1326,La Argelia,En vigencia,1326
1327,Cotocollao,En vigencia,1327
1328,El Condado,En vigencia,1328
1329,Quitumbe,En vigencia,1329
1330,Centro Histórico,En vigencia,1330
1331,Centro Histórico,En vigencia,1331
1332,Guamaní,En vigencia,1332
1333,La Libertad,En vigencia,1333
1334,Centro Histórico,En vigencia,1334
1335,Centro Histórico,En vigencia,1335
1336,Centro Histórico,En vigencia,1336
1337,Centro Histórico,En vigencia,1337
1338,La Libertad,En vigencia,1338
1339,La Libertad,En vigencia,1339
1340,Centro Histórico,En vigencia,1340
1341,La Libertad,En vigencia,1341
1342,La Libertad,En vigencia,1342
1343,La Libertad,En vigencia,1343
1344,Centro Histórico,En vigencia,1344
1345,Quitumbe,En vigencia,1345
1346,Centro Histórico,En vigencia,1346
1347,La Libertad,En vigencia,1347
1348,La Libertad,En vigencia,1348
1349,Ponceano,En vigencia,1349
1350,La Libertad,En vigencia,1350
1351,San Bartolo,En vigencia,1351
1352,Centro Histórico,En vigencia,1352
1353,Centro Histórico,En vigencia,1353
1354,La Libertad,En vigencia,1354
1355,Centro Histórico,En vigencia,1355
1356,Centro Histórico,En vigencia,1356
1357,La Libertad,En vigencia,1357
1358,Carcelén,En vigencia,1358
1359,La Libertad,En vigencia,1359
1360,La Libertad,En vigencia,1360
1361,La Libertad,En vigencia,1361
1362,Centro Histórico,En vigencia,1362
1363,Carcelén,En vigencia,1363
1364,La Ferroviaria,En vigencia,1364
1365,Centro Histórico,En vigencia,1365
1366,La Libertad,En vigencia,1366
1367,La Libertad,En vigencia,1367
1368,Centro Histórico,En vigencia,1368
1369,Ponceano,En vigencia,1369
1370,La Libertad,En vigencia,1370
1371,La Libertad,En vigencia,1371
1372,Centro Histórico,En vigencia,1372
1373,Chillogallo,En vigencia,1373
1374,La Libertad,En vigencia,1374
1375,La Libertad,En vigencia,1375
1376,La Libertad,En vigencia,1376
1377,La Libertad,En vigencia,1377
1378,La Libertad,En vigencia,1378
1379,Centro Histórico,En vigencia,1379
1380,La Libertad,En vigencia,1380
1381,Puengasí,En vigencia,1381
1382,Centro Histórico,En vigencia,1382
1383,Cotocollao,En vigencia,1383
1384,Iñaquito,En vigencia,1384
1385,La Libertad,En vigencia,1385
1386,Centro Histórico,En vigencia,1386
1387,La Ecuatoriana,En vigencia,1387
1388,Centro Histórico,En vigencia,1388
1389,Centro Histórico,En vigencia,1389
1390,La Libertad,En vigencia,1390
1391,La Libertad,En vigencia,1391
1392,La Libertad,En vigencia,1392
1393,Centro Histórico,En vigencia,1393
1394,Itchimbía,En vigencia,1394
1395,Centro Histórico,En vigencia,1395
1396,Kennedy,En vigencia,1396
1397,Solanda,En vigencia,1397
1398,Centro Histórico,En vigencia,1398
1399,La Libertad,En vigencia,1399
1400,Centro Histórico,En vigencia,1400
1401,La Libertad,En vigencia,1401
1402,San Juan,En vigencia,1402
1403,El Inca,En vigencia,1403
1404,La Libertad,En vigencia,1404
1405,Centro Histórico,En vigencia,1405
1406,Centro Histórico,En vigencia,1406
1407,Centro Histórico,En vigencia,1407
1408,Centro Histórico,En vigencia,1408
1409,Centro Histórico,En vigencia,1409
1410,Comité Pueblo,En vigencia,1410
1411,Centro Histórico,En vigencia,1411
1412,Centro Histórico,En vigencia,1412
1413,Centro Histórico,En vigencia,1413
1414,La Argelia,En vigencia,1414
1415,La Ecuatoriana,En vigencia,1415
1416,Centro Histórico,En vigencia,1416
1417,Centro Histórico,En vigencia,1417
1418,La Libertad,En vigencia,1418
1419,Turubamba,En vigencia,1419
1420,Centro Histórico,En vigencia,1420
1421,La Libertad,En vigencia,1421
1422,Centro Histórico,No existe,1422
1423,Centro Histórico,En vigencia,1423
1424,Rumipamba,En vigencia,1424
1425,La Libertad,En vigencia,1425
1426,La Libertad,En vigencia,1426
1427,La Libertad,En vigencia,1427
1428,La Libertad,En vigencia,1428
1429,Centro Histórico,En vigencia,1429
1430,La Libertad,En vigencia,1430
1431,Centro Histórico,En vigencia,1431
1432,Centro Histórico,En vigencia,1432
1433,La Libertad,En vigencia,1433
1434,La Libertad,En vigencia,1434
1435,Centro Histórico,En vigencia,1435
1436,Centro Histórico,En vigencia,1436
1437,La Libertad,En vigencia,1437
1438,Cotocollao,En vigencia,1438
1439,Centro Histórico,En vigencia,1439
1440,La Libertad,En vigencia,1440
1441,Centro Histórico,En vigencia,1441
1442,Centro Histórico,En vigencia,1442
1443,Centro Histórico,En vigencia,1443
1444,La Ecuatoriana,En vigencia,1444
1445,Cochapamba,En vigencia,1445
1446,Centro Histórico,En vigencia,1446
1447,Kennedy,En vigencia,1447
1448,Centro Histórico,En vigencia,1448
1449,Centro Histórico,En vigencia,1449
1450,Centro Histórico,En vigencia,1450
1451,Centro Histórico,En vigencia,1451
1452,Cotocollao,En vigencia,1452
1453,Jipijapa,En vigencia,1453
1454,Itchimbía,En vigencia,1454
1455,Centro Histórico,En vigencia,1455
1456,Centro Histórico,En vigencia,1456
1457,Centro Histórico,En vigencia,1457
1458,La Libertad,En vigencia,1458
1459,Centro Histórico,En vigencia,1459
1460,Centro Histórico,En vigencia,1460
1461,La Libertad,En vigencia,1461
1462,La Libertad,En vigencia,1462
1463,La Libertad,En vigencia,1463
1464,Turubamba,En vigencia,1464
1465,Centro Histórico,En vigencia,1465
1466,Centro Histórico,En vigencia,1466
1467,Chimbacalle,En vigencia,1467
1468,La Libertad,En vigencia,1468
1469,Centro Histórico,En vigencia,1469
1470,Carcelén,En vigencia,1470
1471,Centro Histórico,En vigencia,1471
1472,La Libertad,En vigencia,1472
1473,La Argelia,En vigencia,1473
1474,San Bartolo,En vigencia,1474
1475,Centro Histórico,En vigencia,1475
1476,Centro Histórico,En vigencia,1476
1477,La Libertad,En vigencia,1477
1478,Centro Histórico,En vigencia,1478
1479,Centro Histórico,En vigencia,1479
1480,Carcelén,En vigencia,1480
1481,Centro Histórico,En vigencia,1481
1482,Centro Histórico,En vigencia,1482
1483,Centro Histórico,En vigencia,1483
1484,Cochapamba,En vigencia,1484
1485,La Libertad,En vigencia,1485
1486,Jipijapa,En vigencia,1486
1487,Centro Histórico,En vigencia,1487
1488,La Libertad,En vigencia,1488
1489,Centro Histórico,En vigencia,1489
1490,La Libertad,En vigencia,1490
1491,San Juan,En vigencia,1491
1492,Rumipamba,En vigencia,1492
1493,La Libertad,En vigencia,1493
1494,Centro Histórico,En vigencia,1494
1495,La Libertad,En vigencia,1495
1496,La Libertad,En vigencia,1496
1497,La Libertad,En vigencia,1497
1498,Itchimbía,En vigencia,1498
1499,La Ecuatoriana,En vigencia,1499
1500,Centro Histórico,En vigencia,1500
1501,Belisario Quevedo,En vigencia,1501
1502,La Libertad,En vigencia,1502
1503,Centro Histórico,En vigencia,1503
1504,La Libertad,En vigencia,1504
1505,La Libertad,En vigencia,1505
1506,Centro Histórico,En vigencia,1506
1507,Cotocollao,En vigencia,1507
1508,La Libertad,En vigencia,1508
1509,Chillogallo,En vigencia,1509
1510,La Libertad,En vigencia,1510
1511,Centro Histórico,En vigencia,1511
1512,Centro Histórico,En vigencia,1512
1513,Centro Histórico,En vigencia,1513
1514,La Libertad,En vigencia,1514
1515,La Mena,En vigencia,1515
1516,Centro Histórico,En vigencia,1516
1517,Centro Histórico,En vigencia,1517
1518,La Libertad,En vigencia,1518
1519,San Bartolo,En vigencia,1519
1520,Centro Histórico,En vigencia,1520
1521,Centro Histórico,En vigencia,1521
1522,Centro Histórico,En vigencia,1522
1523,Centro Histórico,En vigencia,1523
1524,El Condado,En vigencia,1524
1525,La Libertad,En vigencia,1525
1526,Guamaní,En vigencia,1526
1527,Iñaquito,En vigencia,1527
1528,Chilibulo,En vigencia,1528
1529,Centro Histórico,En vigencia,1529
1530,La Libertad,En vigencia,1530
1531,La Libertad,En vigencia,1531
1532,La Libertad,En vigencia,1532
1533,La Libertad,En vigencia,1533
1534,La Libertad,En vigencia,1534
1535,Guamaní,En vigencia,1535
1536,La Libertad,En vigencia,1536
1537,Centro Histórico,En vigencia,1537
1538,Centro Histórico,En vigencia,1538
1539,Centro Histórico,En vigencia,1539
1540,La Mena,En vigencia,1540
1541,Centro Histórico,En vigencia,1541
1542,Comité Pueblo,En vigencia,1542
1543,Centro Histórico,En vigencia,1543
1544,Cotocollao,En vigencia,1544
1545,La Libertad,En vigencia,1545
1546,Centro Histórico,En vigencia,1546
1547,Carcelén,En vigencia,1547
1548,La Libertad,En vigencia,1548
1549,La Libertad,En vigencia,1549
1550,La Libertad,En vigencia,1550
1551,San Bartolo,En vigencia,1551
1552,La Libertad,En vigencia,1552
1553,Centro Histórico,En vigencia,1553
1554,La Libertad,En vigencia,1554
1555,La Libertad,En vigencia,1555
1556,Guamaní,En vigencia,1556
1557,Centro Histórico,En vigencia,1557
1558,La Libertad,En vigencia,1558
1559,San Juan,En vigencia,1559
1560,Centro Histórico,En vigencia,1560
1561,Centro Histórico,En vigencia,1561
1562,Centro Histórico,En vigencia,1562
1563,La Libertad,En vigencia,1563
1564,Magdalena,En vigencia,1564
1565,Chillogallo,En vigencia,1565
1566,La Libertad,En vigencia,1566
1567,Centro Histórico,En vigencia,1567
1568,La Libertad,En vigencia,1568
1569,La Libertad,En vigencia,1569
1570,Jipijapa,No existe,1570
1571,Centro Histórico,En vigencia,1571
1572,Carcelén,En vigencia,1572
1573,Centro Histórico,En vigencia,1573
1574,Ponceano,En vigencia,1574
1575,La Libertad,En vigencia,1575
1576,La Argelia,En vigencia,1576
1577,La Libertad,En vigencia,1577
1578,Centro Histórico,En vigencia,1578
1579,El Inca,En vigencia,1579
1580,Carcelén,En vigencia,1580
1581,Centro Histórico,En vigencia,1581
1582,Centro Histórico,En vigencia,1582
1583,Chimbacalle,En vigencia,1583
1584,Chillogallo,En vigencia,1584
1585,Centro Histórico,En vigencia,1585
1586,Solanda,En vigencia,1586
1587,Iñaquito,En vigencia,1587
1588,La Libertad,En vigencia,1588
1589,La Libertad,En vigencia,1589
1590,La Libertad,En vigencia,1590
1591,La Libertad,En vigencia,1591
1592,Comité Pueblo,En vigencia,1592
1593,La Libertad,En vigencia,1593
1594,La Libertad,En vigencia,1594
1595,Centro Histórico,En vigencia,1595
1596,Centro Histórico,En vigencia,1596
1597,Centro Histórico,En vigencia,1597
1598,Centro Histórico,En vigencia,1598
1599,La Libertad,En vigencia,1599
1600,Centro Histórico,En vigencia,1600
1601,Centro Histórico,En vigencia,1601
1602,El Condado,En vigencia,1602
1603,La Libertad,En vigencia,1603
1604,La Libertad,En vigencia,1604
1605,La Ferroviaria,En vigencia,1605
1606,La Libertad,En vigencia,1606
1607,La Libertad,En vigencia,1607
1608,Centro Histórico,En vigencia,1608
1609,La Libertad,En vigencia,1609
1610,El Inca,En vigencia,1610
1611,Centro Histórico,En vigencia,1611
1612,El Inca,En vigencia,1612
1613,La Libertad,En vigencia,1613
1614,Centro Histórico,En vigencia,1614
1615,La Libertad,En vigencia,1615
1616,Centro Histórico,En vigencia,1616
1617,La Libertad,En vigencia,1617
1618,La Libertad,En vigencia,1618
1619,Quitumbe,En vigencia,1619
1620,Puengasí,En vigencia,1620
1621,Centro Histórico,En vigencia,1621
1622,Centro Histórico,En vigencia,1622
1623,Centro Histórico,En vigencia,1623
1624,La Libertad,En vigencia,1624
1625,La Libertad,En vigencia,1625
1626,La Libertad,En vigencia,1626
1627,Centro Histórico,En vigencia,1627
1628,Centro Histórico,En vigencia,1628
1629,Centro Histórico,En vigencia,1629
1630,Centro Histórico,En vigencia,1630
1631,La Libertad,En vigencia,1631
1632,La Libertad,En vigencia,1632
1633,Kennedy,En vigencia,1633
1634,San Juan,En vigencia,1634
1635,Centro Histórico,En vigencia,1635
1636,La Libertad,En vigencia,1636
1637,Centro Histórico,En vigencia,1637
1638,Ponceano,En vigencia,1638
1639,Solanda,En vigencia,1639
1640,Chillogallo,En vigencia,1640
1641,La Libertad,En vigencia,1641
1642,La Libertad,En vigencia,1642
1643,Jipijapa,En vigencia,1643
1644,Belisario Quevedo,En vigencia,1644
1645,San Juan,En vigencia,1645
1646,El Inca,En vigencia,1646
1647,El Inca,En vigencia,1647
1648,Magdalena,En vigencia,1648
1649,Centro Histórico,En vigencia,1649
1650,Centro Histórico,En vigencia,1650
1651,La Libertad,En vigencia,1651
1652,La Libertad,En vigencia,1652
1653,La Libertad,En vigencia,1653
1654,Centro Histórico,En vigencia,1654
1655,Centro Histórico,En vigencia,1655
1656,Centro Histórico,En vigencia,1656
1657,Magdalena,En vigencia,1657
1658,La Libertad,En vigencia,1658
1659,La Libertad,En vigencia,1659
1660,Centro Histórico,En vigencia,1660
1661,Centro Histórico,En vigencia,1661
1662,Kennedy,En vigencia,1662
1663,Centro Histórico,En vigencia,1663
1664,Mariscal Sucre,En vigencia,1664
1665,La Libertad,En vigencia,1665
1666,Centro Histórico,En vigencia,1666
1667,La Libertad,En vigencia,1667
1668,La Libertad,En vigencia,1668
1669,Centro Histórico,En vigencia,1669
1670,Puengasí,En vigencia,1670
1671,Centro Histórico,En vigencia,1671
1672,La Libertad,En vigencia,1672
1673,La Libertad,En vigencia,1673
1674,La Argelia,En vigencia,1674
1675,Centro Histórico,En vigencia,1675
1676,Rumipamba,En vigencia,1676
1677,La Libertad,En vigencia,1677
1678,El Condado,En vigencia,1678
1679,La Libertad,En vigencia,1679
1680,Chillogallo,En vigencia,1680
1681,La Libertad,En vigencia,1681
1682,La Libertad,En vigencia,1682
1683,Centro Histórico,En vigencia,1683
1684,La Libertad,En vigencia,1684
1685,La Libertad,En vigencia,1685
1686,Centro Histórico,En vigencia,1686
1687,Centro Histórico,En vigencia,1687
1688,La Ecuatoriana,En vigencia,1688
1689,La Libertad,En vigencia,1689
1690,La Libertad,En vigencia,1690
1691,Centro Histórico,En vigencia,1691
1692,Chillogallo,En vigencia,1692
1693,Centro Histórico,En vigencia,1693
1694,La Libertad,En vigencia,1694
1695,La Libertad,En vigencia,1695
1696,Cochapamba,En vigencia,1696
1697,Belisario Quevedo,En vigencia,1697
1698,Centro Histórico,En vigencia,1698
1699,Centro Histórico,En vigencia,1699
1700,La Libertad,En vigencia,1700
1701,La Libertad,En vigencia,1701
1702,Turubamba,En vigencia,1702
1703,Chillogallo,En vigencia,1703
1704,La Libertad,En vigencia,1704
1705,La Libertad,En vigencia,1705
1706,Magdalena,En vigencia,1706
1707,La Libertad,En vigencia,1707
1708,La Mena,En vigencia,1708
1709,Centro Histórico,En vigencia,1709
1710,La Libertad,En vigencia,1710
1711,Centro Histórico,En vigencia,1711
1712,La Libertad,En vigencia,1712
1713,Solanda,En vigencia,1713
1714,Centro Histórico,En vigencia,1714
1715,Itchimbía,En vigencia,1715
1716,La Libertad,En vigencia,1716
1717,Centro Histórico,En vigencia,1717
1718,La Libertad,En vigencia,1718
1719,Centro Histórico,En vigencia,1719
1720,Centro Histórico,En vigencia,1720
1721,El Inca,En vigencia,1721
1722,Centro Histórico,En vigencia,1722
1723,La Libertad,En vigencia,1723
1724,Centro Histórico,En vigencia,1724
1725,Centro Histórico,En vigencia,1725
1726,La Libertad,No existe,1726
1727,La Libertad,En vigencia,1727
1728,Centro Histórico,En vigencia,1728
1729,Centro Histórico,En vigencia,1729
1730,Centro Histórico,En vigencia,1730
1731,Centro Histórico,En vigencia,1731
1732,La Libertad,En vigencia,1732
1733,La Libertad,En vigencia,1733
1734,La Libertad,En vigencia,1734
1735,La Libertad,En vigencia,1735
1736,Centro Histórico,En vigencia,1736
1737,Centro Histórico,En vigencia,1737
1738,Centro Histórico,En vigencia,1738
1739,Kennedy,En vigencia,1739
1740,Centro Histórico,En vigencia,1740
1741,La Libertad,En vigencia,1741
1742,Kennedy,En vigencia,1742
1743,Centro Histórico,En vigencia,1743
1744,La Libertad,En vigencia,1744
1745,La Ecuatoriana,En vigencia,1745
1746,Quitumbe,En vigencia,1746
1747,Turubamba,En vigencia,1747
1748,La Libertad,En vigencia,1748
1749,La Libertad,En vigencia,1749
1750,Turubamba,En vigencia,1750
1751,Centro Histórico,En vigencia,1751
1752,Quitumbe,En vigencia,1752
1753,La Libertad,En vigencia,1753
1754,La Libertad,En vigencia,1754
1755,Centro Histórico,En vigencia,1755
1756,Cotocollao,En vigencia,1756
1757,La Libertad,En vigencia,1757
1758,Centro Histórico,En vigencia,1758
1759,Kennedy,En vigencia,1759
1760,Magdalena,En vigencia,1760
1761,Centro Histórico,En vigencia,1761
1762,Mariscal Sucre,En vigencia,1762
1763,Cochapamba,En vigencia,1763
1764,La Libertad,En vigencia,1764
1765,La Libertad,En vigencia,1765
1766,La Mena,En vigencia,1766
1767,Centro Histórico,En vigencia,1767
1768,Centro Histórico,En vigencia,1768
1769,Centro Histórico,En vigencia,1769
1770,Puengasí,En vigencia,1770
1771,Centro Histórico,En vigencia,1771
1772,Ponceano,En vigencia,1772
1773,Centro Histórico,No existe,1773
1774,La Libertad,En vigencia,1774
1775,La Libertad,En vigencia,1775
1776,La Libertad,En vigencia,1776
1777,La Ecuatoriana,En vigencia,1777
1778,Jipijapa,En vigencia,1778
1779,Turubamba,En vigencia,1779
1780,La Libertad,En vigencia,1780
1781,La Libertad,En vigencia,1781
1782,La Libertad,En vigencia,1782
1783,Centro Histórico,En vigencia,1783
1784,La Libertad,En vigencia,1784
1785,La Libertad,En vigencia,1785
1786,La Libertad,En vigencia,1786
1787,Centro Histórico,En vigencia,1787
1788,Centro Histórico,En vigencia,1788
1789,Centro Histórico,En vigencia,1789
1790,Centro Histórico,En vigencia,1790
1791,La Libertad,En vigencia,1791
1792,La Libertad,En vigencia,1792
1793,Iñaquito,En vigencia,1793
1794,El Inca,En vigencia,1794
1795,La Libertad,En vigencia,1795
1796,Centro Histórico,En vigencia,1796
1797,La Libertad,En vigencia,1797
1798,Centro Histórico,En vigencia,1798
1799,La Libertad,En vigencia,1799
1800,Centro Histórico,En vigencia,1800
1801,Centro Histórico,En vigencia,1801
1802,Carcelén,En vigencia,1802
1803,Carcelén,En vigencia,1803
1804,Rumipamba,En vigencia,1804
1805,Itchimbía,En vigencia,1805
1806,Carcelén,En vigencia,1806
1807,La Libertad,En vigencia,1807
1808,Centro Histórico,En vigencia,1808
1809,Centro Histórico,En vigencia,1809
1810,La Libertad,En vigencia,1810
1811,Centro Histórico,En vigencia,1811
1812,La Libertad,En vigencia,1812
1813,Centro Histórico,En vigencia,1813
1814,Jipijapa,En vigencia,1814
1815,Centro Histórico,En vigencia,1815
1816,Centro Histórico,En vigencia,1816
1817,Comité Pueblo,En vigencia,1817
1818,Puengasí,En vigencia,1818
1819,Chimbacalle,En vigencia,1819
1820,San Bartolo,En vigencia,1820
1821,La Libertad,En vigencia,1821
1822,La Libertad,En vigencia,1822
1823,La Mena,En vigencia,1823
1824,Rumipamba,En vigencia,1824
1825,Comité Pueblo,En vigencia,1825
1826,Centro Histórico,No existe,1826
1827,La Libertad,En vigencia,1827
1828,La Libertad,En vigencia,1828
1829,Centro Histórico,En vigencia,1829
1830,La Ferroviaria,En vigencia,1830
1831,Turubamba,En vigencia,1831
1832,Centro Histórico,En vigencia,1832
1833,La Ferroviaria,En vigencia,1833
1834,La Libertad,En vigencia,1834
1835,Centro Histórico,En vigencia,1835
1836,Centro Histórico,En vigencia,1836
1837,Chillogallo,En vigencia,1837
1838,La Libertad,En vigencia,1838
1839,Centro Histórico,En vigencia,1839
1840,La Libertad,En vigencia,1840
1841,Centro Histórico,En vigencia,1841
1842,La Libertad,En vigencia,1842
1843,Itchimbía,En vigencia,1843
1844,Iñaquito,En vigencia,1844
1845,La Libertad,No existe,1845
1846,Mariscal Sucre,En vigencia,1846
1847,La Libertad,En vigencia,1847
1848,La Libertad,En vigencia,1848
1849,La Libertad,En vigencia,1849
1850,Centro Histórico,En vigencia,1850
1851,La Libertad,En vigencia,1851
1852,La Libertad,En vigencia,1852
1853,Chillogallo,En vigencia,1853
1854,La Libertad,En vigencia,1854
1855,Centro Histórico,En vigencia,1855
1856,Cotocollao,En vigencia,1856
1857,La Libertad,En vigencia,1857
1858,Centro Histórico,En vigencia,1858
1859,Centro Histórico,En vigencia,1859
1860,Centro Histórico,En vigencia,1860
1861,Chilibulo,En vigencia,1861
1862,Centro Histórico,En vigencia,1862
1863,Jipijapa,En vigencia,1863
1864,La Libertad,En vigencia,1864
1865,La Libertad,En vigencia,1865
1866,La Libertad,En vigencia,1866
1867,Guamaní,En vigencia,1867
1868,La Libertad,En vigencia,1868
1869,La Libertad,En vigencia,1869
1870,La Ferroviaria,En vigencia,1870
1871,Chillogallo,En vigencia,1871
1872,Centro Histórico,En vigencia,1872
1873,La Libertad,En vigencia,1873
1874,Centro Histórico,En vigencia,1874
1875,Centro Histórico,En vigencia,1875
1876,Centro Histórico,En vigencia,1876
1877,Centro Histórico,En vigencia,1877
1878,Centro Histórico,En vigencia,1878
1879,La Libertad,En vigencia,1879
1880,La Libertad,En vigencia,1880
1881,Centro Histórico,En vigencia,1881
1882,Centro Histórico,En vigencia,1882
1883,Centro Histórico,En vigencia,1883
1884,Centro Histórico,En vigencia,1884
1885,Iñaquito,En vigencia,1885
1886,Centro Histórico,En vigencia,1886
1887,Centro Histórico,En vigencia,1887
1888,Centro Histórico,En vigencia,1888
1889,Centro Histórico,En vigencia,1889
1890,Centro Histórico,En vigencia,1890
1891,La Libertad,En vigencia,1891
1892,Carcelén,En vigencia,1892
1893,La Libertad,En vigencia,1893
1894,La Libertad,En vigencia,1894
1895,Centro Histórico,En vigencia,1895
1896,Centro Histórico,En vigencia,1896
1897,Centro Histórico,En vigencia,1897
1898,La Libertad,En vigencia,1898
1899,El Inca,En vigencia,1899
1900,Comité Pueblo,En vigencia,1900
1901,Centro Histórico,En vigencia,1901
1902,Quitumbe,En vigencia,1902
1903,Centro Histórico,En vigencia,1903
1904,Centro Histórico,En vigencia,1904
1905,Centro Histórico,En vigencia,1905
1906,Centro Histórico,En vigencia,1906
1907,Solanda,En vigencia,1907
1908,La Libertad,En vigencia,1908
1909,Comité Pueblo,En vigencia,1909
1910,La Libertad,En vigencia,1910
1911,Centro Histórico,En vigencia,1911
1912,Magdalena,En vigencia,1912
1913,Centro Histórico,En vigencia,1913
1914,La Libertad,En vigencia,1914
1915,Centro Histórico,En vigencia,1915
1916,Centro Histórico,En vigencia,1916
1917,Belisario Quevedo,En vigencia,1917
1918,Cotocollao,En vigencia,1918
1919,Magdalena,En vigencia,1919
1920,La Libertad,En vigencia,1920
1921,La Libertad,En vigencia,1921
1922,Centro Histórico,En vigencia,1922
1923,Centro Histórico,En vigencia,1923
1924,Centro Histórico,En vigencia,1924
1925,Centro Histórico,En vigencia,1925
1926,Centro Histórico,En vigencia,1926
1927,La Libertad,En vigencia,1927
1928,La Libertad,En vigencia,1928
1929,Centro Histórico,En vigencia,1929
1930,La Libertad,En vigencia,1930
1931,Centro Histórico,En vigencia,1931
1932,La Mena,En vigencia,1932
1933,La Libertad,En vigencia,1933
1934,Centro Histórico,En vigencia,1934
1935,Centro Histórico,En vigencia,1935
1936,La Libertad,En vigencia,1936
1937,Centro Histórico,En vigencia,1937
1938,La Libertad,En vigencia,1938
1939,Centro Histórico,No existe,1939
1940,Centro Histórico,En vigencia,1940
1941,Centro Histórico,En vigencia,1941
1942,Centro Histórico,En vigencia,1942
1943,La Libertad,En vigencia,1943
1944,Centro Histórico,En vigencia,1944
1945,La Libertad,En vigencia,1945
1946,La Libertad,En vigencia,1946
1947,Centro Histórico,En vigencia,1947
1948,Magdalena,En vigencia,1948
1949,La Libertad,En vigencia,1949
1950,Centro Histórico,En vigencia,1950
1951,Centro Histórico,En vigencia,1951
1952,Centro Histórico,En vigencia,1952
1953,Centro Histórico,En vigencia,1953
1954,Centro Histórico,En vigencia,1954
1955,Mariscal Sucre,En vigencia,1955
1956,La Libertad,En vigencia,1956
1957,San Bartolo,En vigencia,1957
1958,Centro Histórico,En vigencia,1958
1959,La Libertad,En vigencia,1959
1960,La Ferroviaria,En vigencia,1960
1961,Puengasí,En vigencia,1961
1962,San Bartolo,En vigencia,1962
1963,La Libertad,En vigencia,1963
1964,Centro Histórico,En vigencia,1964
1965,Centro Histórico,En vigencia,1965
1966,Centro Histórico,En vigencia,1966
1967,Centro Histórico,En vigencia,1967
1968,La Libertad,En vigencia,1968
1969,Centro Histórico,En vigencia,1969
1970,Solanda,En vigencia,1970
1971,Puengasí,No existe,1971
1972,La Libertad,En vigencia,1972
1973,La Libertad,En vigencia,1973
1974,Centro Histórico,En vigencia,1974
1975,Kennedy,En vigencia,1975
1976,Centro Histórico,En vigencia,1976
1977,Kennedy,En vigencia,1977
1978,Chimbacalle,En vigencia,1978
1979,Centro Histórico,En vigencia,1979
1980,Ponceano,No existe,1980
1981,Quitumbe,En vigencia,1981
1982,Belisario Quevedo,En vigencia,1982
1983,Centro Histórico,En vigencia,1983
1984,Iñaquito,En vigencia,1984
1985,Centro Histórico,En vigencia,1985
1986,El Condado,En vigencia,1986
1987,La Libertad,En vigencia,1987
1988,Centro Histórico,En vigencia,1988
1989,Centro Histórico,En vigencia,1989
1990,La Libertad,En vigencia,1990
1991,Centro Histórico,En vigencia,1991
1992,La Libertad,En vigencia,1992
1993,Centro Histórico,En vigencia,1993
1994,San Bartolo,En vigencia,1994
1995,Centro Histórico,En vigencia,1995
1996,Turubamba,En vigencia,1996
1997,La Libertad,En vigencia,1997
1998,La Libertad,En vigencia,1998
1999,Centro Histórico,En vigencia,1999
2000,Cotocollao,En vigencia,2000
2001,Centro Histórico,En vigencia,2001
2002,La Libertad,En vigencia,2002
2003,Centro Histórico,En vigencia,2003
2004,Solanda,En vigencia,2004
2005,Centro Histórico,En vigencia,2005
2006,Turubamba,En vigencia,2006
2007,Centro Histórico,En vigencia,2007
2008,Centro Histórico,En vigencia,2008
2009,La Ferroviaria,En vigencia,2009
2010,La Libertad,En vigencia,2010
2011,La Libertad,En vigencia,2011
2012,La Mena,En vigencia,2012
2013,Centro Histórico,En vigencia,2013
2014,Centro Histórico,En vigencia,2014
2015,San Bartolo,En vigencia,2015
2016,Puengasí,En vigencia,2016
2017,Centro Histórico,En vigencia,2017
2018,San Bartolo,En vigencia,2018
2019,Chillogallo,En vigencia,2019
2020,La Libertad,En vigencia,2020
2021,Centro Histórico,En vigencia,2021
2022,Centro Histórico,En vigencia,2022
2023,La Libertad,En vigencia,2023
