nbr_pro_id,var_pro_nombre,var_pro_status,nbr_coor_id
844,Pichincha,En vigencia,844
845,Cañar,En vigencia,845
846,Imbabura,En vigencia,846
847,Cañar,En vigencia,847
848,Pichincha,En vigencia,848
849,Manabí,En vigencia,849
850,Santo Domingo de los Tsáchilas,En vigencia,850
851,Orellana,En vigencia,851
852,Pichincha,En vigencia,852
853,Galapagos,En vigencia,853
854,Cañar,En vigencia,854
855,Cotopaxi,En vigencia,855
856,Orellana,En vigencia,856
857,Pichincha,No existe,857
858,Tungurahua,En vigencia,858
859,Manabí,En vigencia,859
860,Sucumbíos,En vigencia,860
861,Cañar,En vigencia,861
862,Zamora Chinchipe,En vigencia,862
863,Morona Santiago,En vigencia,863
864,Bolívar,En vigencia,864
865,Cañar,En vigencia,865
866,Manabí,En vigencia,866
867,Sucumbíos,En vigencia,867
868,Azuay,En vigencia,868
869,Cotopaxi,En vigencia,869
870,Esmeraldas,En vigencia,870
871,Pichincha,En vigencia,871
872,Orellana,En vigencia,872
873,Zamora Chinchipe,No existe,873
874,Azuay,En vigencia,874
875,Sucumbíos,En vigencia,875
876,Cotopaxi,En vigencia,876
877,Guayas,En vigencia,877
878,Pastaza,En vigencia,878
879,Manabí,En vigencia,879
880,Pichincha,En vigencia,880
881,Loja,En vigencia,881
882,Imbabura,En vigencia,882
883,Pichincha,En vigencia,883
884,Guayas,En vigencia,884
885,Guayas,En vigencia,885
886,Imbabura,En vigencia,886
887,Tungurahua,En vigencia,887
888,Pichincha,En vigencia,888
889,Orellana,En vigencia,889
890,Cañar,En vigencia,890
891,Los Ríos,En vigencia,891
892,Santo Domingo de los Tsáchilas,En vigencia,892
893,Cañar,En vigencia,893
894,Pichincha,En vigencia,894
895,Galapagos,En vigencia,895
896,Pichincha,En vigencia,896
897,Pichincha,En vigencia,897
898,Cotopaxi,En vigencia,898
899,Azuay,En vigencia,899
900,Los Ríos,En vigencia,900
901,Santo Domingo de los Tsáchilas,En vigencia,901
902,Guayas,En vigencia,902
903,Carchi,En vigencia,903
904,Zamora Chinchipe,En vigencia,904
905,Santa Elena,En vigencia,905
906,Los Ríos,En vigencia,906
907,Morona Santiago,En vigencia,907
908,Pichincha,En vigencia,908
909,Imbabura,En vigencia,909
910,Morona Santiago,En vigencia,910
911,Pichincha,En vigencia,911
912,Orellana,En vigencia,912
913,Cotopaxi,En vigencia,913
914,Sucumbíos,En vigencia,914
915,Pichincha,En vigencia,915
916,Guayas,En vigencia,916
917,Pichincha,En vigencia,917
918,Napo,En vigencia,918
919,Pastaza,En vigencia,919
920,Napo,En vigencia,920
921,Tungurahua,En vigencia,921
922,Esmeraldas,En vigencia,922
923,Orellana,En vigencia,923
924,Loja,En vigencia,924
925,Pichincha,En vigencia,925
926,Pichincha,En vigencia,926
927,Pastaza,En vigencia,927
928,Pichincha,En vigencia,928
929,Los Ríos,En vigencia,929
930,Bolívar,En vigencia,930
931,Sucumbíos,En vigencia,931
932,Napo,En vigencia,932
933,Tungurahua,En vigencia,933
934,Santa Elena,En vigencia,934
935,Pichincha,En vigencia,935
936,Santa Elena,En vigencia,936
937,Galapagos,En vigencia,937
938,Morona Santiago,En vigencia,938
939,Loja,En vigencia,939
940,Pichincha,En vigencia,940
941,Santa Elena,En vigencia,941
942,Pichincha,En vigencia,942
943,Pichincha,En vigencia,943
944,Pichincha,En vigencia,944
945,Pastaza,En vigencia,945
946,Orellana,En vigencia,946
947,Esmeraldas,En vigencia,947
948,Cotopaxi,En vigencia,948
949,Esmeraldas,No existe,949
950,Los Ríos,En vigencia,950
951,El Oro,En vigencia,951
952,Bolívar,En vigencia,952
953,Pastaza,En vigencia,953
954,Morona Santiago,En vigencia,954
955,Cañar,En vigencia,955
956,Pichincha,En vigencia,956
957,Orellana,En vigencia,957
958,Cañar,En vigencia,958
959,Imbabura,En vigencia,959
960,Santa Elena,En vigencia,960
961,Tungurahua,No existe,961
962,Orellana,En vigencia,962
963,Los Ríos,En vigencia,963
964,Cotopaxi,En vigencia,964
965,Carchi,No existe,965
966,Napo,En vigencia,966
967,Napo,En vigencia,967
968,Chimborazo,En vigencia,968
969,Orellana,En vigencia,969
970,Napo,En vigencia,970
971,Morona Santiago,En vigencia,971
972,Los Ríos,En vigencia,972
973,Pichincha,En vigencia,973
974,Tungurahua,En vigencia,974
975,Pichincha,En vigencia,975
976,Loja,En vigencia,976
977,Manabí,En vigencia,977
978,Pichincha,En vigencia,978
979,Orellana,En vigencia,979
980,Cotopaxi,En vigencia,980
981,Napo,En vigencia,981
982,Pichincha,En vigencia,982
983,Morona Santiago,En vigencia,983
984,Bolívar,En vigencia,984
985,Bolívar,En vigencia,985
986,Pichincha,En vigencia,986
987,Santo Domingo de los Tsáchilas,En vigencia,987
988,Loja,En vigencia,988
989,Sucumbíos,En vigencia,989
990,Cañar,En vigencia,990
991,Manabí,En vigencia,991
992,Pichincha,No existe,992
993,Orellana,En vigencia,993
994,Carchi,En vigencia,994
995,Pichincha,En vigencia,995
996,Pichincha,En vigencia,996
997,Pastaza,En vigencia,997
998,Sucumbíos,En vigencia,998
999,Cotopaxi,En vigencia,999
1000,Loja,En vigencia,1000
1001,El Oro,En vigencia,1001
1002,Imbabura,En vigencia,1002
1003,Pastaza,En vigencia,1003
1004,Tungurahua,En vigencia,1004
1005,Pichincha,En vigencia,1005
1006,Pichincha,En vigencia,1006
1007,Pichincha,En vigencia,1007
1008,Cañar,En vigencia,1008
1009,Pichincha,En vigencia,1009
1010,Cañar,En vigencia,1010
1011,Pichincha,En vigencia,1011
1012,Orellana,En vigencia,1012
1013,Carchi,En vigencia,1013
1014,Cañar,En vigencia,1014
1015,Azuay,En vigencia,1015
1016,Bolívar,En vigencia,1016
1017,Sucumbíos,En vigencia,1017
1018,Pastaza,En vigencia,1018
1019,Morona Santiago,En vigencia,1019
1020,Bolívar,En vigencia,1020
1021,Carchi,En vigencia,1021
1022,Morona Santiago,En vigencia,1022
1023,Bolívar,En vigencia,1023
1024,Morona Santiago,En vigencia,1024
1025,Bolívar,En vigencia,1025
1026,Bolívar,En vigencia,1026
1027,Azuay,En vigencia,1027
1028,Pichincha,En vigencia,1028
1029,Imbabura,En vigencia,1029
1030,Guayas,No existe,1030
1031,Pichincha,En vigencia,1031
1032,Cotopaxi,En vigencia,1032
1033,Imbabura,En vigencia,1033
1034,Pichincha,En vigencia,1034
1035,Los Ríos,No existe,1035
1036,Orellana,En vigencia,1036
1037,Santa Elena,En vigencia,1037
1038,Pichincha,En vigencia,1038
1039,Imbabura,En vigencia,1039
1040,Santo Domingo de los Tsáchilas,En vigencia,1040
1041,El Oro,No existe,1041
1042,Carchi,En vigencia,1042
1043,Pichincha,En vigencia,1043
1044,Orellana,En vigencia,1044
1045,Santa Elena,En vigencia,1045
1046,Napo,En vigencia,1046
1047,Pichincha,En vigencia,1047
1048,Azuay,En vigencia,1048
1049,Galapagos,En vigencia,1049
1050,Zamora Chinchipe,En vigencia,1050
1051,Los Ríos,En vigencia,1051
1052,Pichincha,En vigencia,1052
1053,Guayas,En vigencia,1053
1054,Guayas,En vigencia,1054
1055,Morona Santiago,En vigencia,1055
1056,Galapagos,En vigencia,1056
1057,Carchi,En vigencia,1057
1058,Zamora Chinchipe,En vigencia,1058
1059,Bolívar,En vigencia,1059
1060,Pichincha,En vigencia,1060
1061,Los Ríos,En vigencia,1061
1062,Esmeraldas,En vigencia,1062
1063,Pichincha,En vigencia,1063
1064,Guayas,En vigencia,1064
1065,Carchi,En vigencia,1065
1066,Loja,En vigencia,1066
1067,Cañar,En vigencia,1067
1068,Pichincha,En vigencia,1068
1069,Morona Santiago,En vigencia,1069
1070,Cañar,En vigencia,1070
1071,Pichincha,En vigencia,1071
1072,Pastaza,En vigencia,1072
1073,Pichincha,En vigencia,1073
1074,Esmeraldas,En vigencia,1074
1075,Napo,En vigencia,1075
1076,Napo,En vigencia,1076
1077,Pichincha,En vigencia,1077
1078,Cañar,En vigencia,1078
1079,El Oro,En vigencia,1079
1080,Loja,En vigencia,1080
1081,Guayas,En vigencia,1081
1082,Manabí,En vigencia,1082
1083,Zamora Chinchipe,En vigencia,1083
1084,Napo,En vigencia,1084
1085,Chimborazo,En vigencia,1085
1086,Chimborazo,En vigencia,1086
1087,Pichincha,En vigencia,1087
1088,Esmeraldas,En vigencia,1088
1089,Carchi,En vigencia,1089
1090,Azuay,En vigencia,1090
1091,Los Ríos,No existe,1091
1092,Sucumbíos,En vigencia,1092
1093,Sucumbíos,En vigencia,1093
1094,Morona Santiago,En vigencia,1094
1095,Chimborazo,En vigencia,1095
1096,Santo Domingo de los Tsáchilas,En vigencia,1096
1097,Imbabura,En vigencia,1097
1098,Tungurahua,En vigencia,1098
1099,Tungurahua,En vigencia,1099
1100,Esmeraldas,En vigencia,1100
1101,Guayas,En vigencia,1101
1102,Azuay,En vigencia,1102
1103,Pichincha,En vigencia,1103
1104,Napo,En vigencia,1104
1105,Manabí,En vigencia,1105
1106,Galapagos,En vigencia,1106
1107,Tungurahua,En vigencia,1107
1108,Tungurahua,En vigencia,1108
1109,Cañar,En vigencia,1109
1110,Pastaza,En vigencia,1110
1111,Manabí,En vigencia,1111
1112,Guayas,En vigencia,1112
1113,Santo Domingo de los Tsáchilas,En vigencia,1113
1114,Esmeraldas,En vigencia,1114
1115,Bolívar,En vigencia,1115
1116,Napo,En vigencia,1116
1117,Tungurahua,En vigencia,1117
1118,Carchi,En vigencia,1118
1119,Pichincha,En vigencia,1119
1120,Cañar,En vigencia,1120
1121,El Oro,En vigencia,1121
1122,Manabí,En vigencia,1122
1123,Tungurahua,En vigencia,1123
1124,Loja,En vigencia,1124
1125,Santa Elena,En vigencia,1125
1126,Pichincha,En vigencia,1126
1127,Bolívar,En vigencia,1127
1128,Bolívar,En vigencia,1128
1129,Pichincha,En vigencia,1129
1130,Manabí,En vigencia,1130
1131,Morona Santiago,En vigencia,1131
1132,Santo Domingo de los Tsáchilas,En vigencia,1132
1133,Cotopaxi,En vigencia,1133
1134,Tungurahua,En vigencia,1134
1135,Pichincha,En vigencia,1135
1136,Los Ríos,En vigencia,1136
1137,Cotopaxi,En vigencia,1137
1138,Chimborazo,En vigencia,1138
1139,Azuay,En vigencia,1139
1140,Pichincha,En vigencia,1140
1141,Galapagos,En vigencia,1141
1142,Loja,En vigencia,1142
1143,Cotopaxi,En vigencia,1143
1144,Carchi,En vigencia,1144
1145,Sucumbíos,En vigencia,1145
1146,Los Ríos,En vigencia,1146
1147,Esmeraldas,En vigencia,1147
1148,Pichincha,En vigencia,1148
1149,Morona Santiago,En vigencia,1149
1150,Zamora Chinchipe,En vigencia,1150
1151,Esmeraldas,En vigencia,1151
1152,Los Ríos,En vigencia,1152
1153,Pichincha,En vigencia,1153
1154,Pastaza,En vigencia,1154
1155,Napo,En vigencia,1155
1156,Pichincha,En vigencia,1156
1157,Bolívar,En vigencia,1157
1158,Pichincha,En vigencia,1158
1159,Pichincha,En vigencia,1159
1160,Pichincha,En vigencia,1160
1161,Santa Elena,En vigencia,1161
1162,Carchi,En vigencia,1162
1163,Pichincha,En vigencia,1163
1164,Santa Elena,En vigencia,1164
1165,Pichincha,En vigencia,1165
1166,Pichincha,En vigencia,1166
1167,Pichincha,En vigencia,1167
1168,Pichincha,En vigencia,1168
1169,Zamora Chinchipe,En vigencia,1169
1170,El Oro,En vigencia,1170
1171,Manabí,En vigencia,1171
1172,Morona Santiago,En vigencia,1172
1173,Bolívar,En vigencia,1173
1174,Pichincha,En vigencia,1174
1175,Azuay,En vigencia,1175
1176,Chimborazo,En vigencia,1176
1177,Pichincha,En vigencia,1177
1178,Imbabura,En vigencia,1178
1179,Pichincha,En vigencia,1179
1180,Cañar,En vigencia,1180
1181,Galapagos,En vigencia,1181
1182,El Oro,En vigencia,1182
1183,Zamora Chinchipe,En vigencia,1183
1184,Santo Domingo de los Tsáchilas,En vigencia,1184
1185,Tungurahua,En vigencia,1185
1186,Napo,En vigencia,1186
1187,Zamora Chinchipe,En vigencia,1187
1188,Pastaza,En vigencia,1188
1189,Orellana,En vigencia,1189
1190,Morona Santiago,En vigencia,1190
1191,Azuay,En vigencia,1191
1192,Carchi,En vigencia,1192
1193,Imbabura,En vigencia,1193
1194,Azuay,En vigencia,1194
1195,Chimborazo,En vigencia,1195
1196,Pichincha,En vigencia,1196
1197,Guayas,En vigencia,1197
1198,Napo,En vigencia,1198
1199,Pastaza,En vigencia,1199
1200,Carchi,En vigencia,1200
1201,Orellana,En vigencia,1201
1202,Bolívar,En vigencia,1202
1203,Los Ríos,En vigencia,1203
1204,Pichincha,En vigencia,1204
1205,Pichincha,En vigencia,1205
1206,Santo Domingo de los Tsáchilas,En vigencia,1206
1207,Pichincha,En vigencia,1207
1208,Pichincha,En vigencia,1208
1209,Bolívar,En vigencia,1209
1210,Pichincha,En vigencia,1210
1211,Pichincha,En vigencia,1211
1212,Azuay,En vigencia,1212
1213,Sucumbíos,En vigencia,1213
1214,Pichincha,En vigencia,1214
1215,Morona Santiago,En vigencia,1215
1216,Loja,En vigencia,1216
1217,Imbabura,En vigencia,1217
1218,Guayas,En vigencia,1218
1219,Loja,En vigencia,1219
1220,Azuay,En vigencia,1220
1221,Pichincha,En vigencia,1221
1222,Sucumbíos,En vigencia,1222
1223,Azuay,En vigencia,1223
1224,Carchi,En vigencia,1224
1225,Carchi,En vigencia,1225
1226,Orellana,En vigencia,1226
1227,Esmeraldas,En vigencia,1227
1228,Loja,En vigencia,1228
1229,Pastaza,En vigencia,1229
1230,Pichincha,En vigencia,1230
1231,Zamora Chinchipe,En vigencia,1231
1232,Pichincha,En vigencia,1232
1233,Morona Santiago,En vigencia,1233
1234,Manabí,En vigencia,1234
1235,Sucumbíos,En vigencia,1235
1236,Guayas,En vigencia,1236
1237,Los Ríos,En vigencia,1237
1238,Esmeraldas,En vigencia,1238
1239,Cañar,En vigencia,1239
1240,Manabí,En vigencia,1240
1241,Pichincha,En vigencia,1241
1242,Santo Domingo de los Tsáchilas,En vigencia,1242
1243,Santo Domingo de los Tsáchilas,En vigencia,1243
1244,Pastaza,En vigencia,1244
1245,Tungurahua,En vigencia,1245
1246,Galapagos,En vigencia,1246
1247,Pichincha,En vigencia,1247
1248,Orellana,En vigencia,1248
1249,El Oro,En vigencia,1249
1250,Pastaza,En vigencia,1250
1251,Napo,En vigencia,1251
1252,Napo,En vigencia,1252
1253,Pichincha,En vigencia,1253
1254,Loja,En vigencia,1254
1255,Santa Elena,En vigencia,1255
1256,Orellana,En vigencia,1256
1257,Pichincha,En vigencia,1257
1258,Azuay,En vigencia,1258
1259,Manabí,En vigencia,1259
1260,Manabí,En vigencia,1260
1261,Morona Santiago,En vigencia,1261
1262,Pichincha,En vigencia,1262
1263,Morona Santiago,En vigencia,1263
1264,Tungurahua,En vigencia,1264
1265,Loja,En vigencia,1265
1266,Pichincha,En vigencia,1266
1267,Cañar,En vigencia,1267
1268,Pichincha,En vigencia,1268
1269,Orellana,En vigencia,1269
1270,Manabí,En vigencia,1270
1271,Pichincha,En vigencia,1271
1272,Chimborazo,En vigencia,1272
1273,Loja,En vigencia,1273
1274,Bolívar,En vigencia,1274
1275,Pichincha,En vigencia,1275
1276,Imbabura,En vigencia,1276
1277,Esmeraldas,En vigencia,1277
1278,Pichincha,En vigencia,1278
1279,Santa Elena,En vigencia,1279
1280,Loja,En vigencia,1280
1281,Galapagos,En vigencia,1281
1282,Tungurahua,En vigencia,1282
1283,Santo Domingo de los Tsáchilas,En vigencia,1283
1284,Morona Santiago,En vigencia,1284
1285,Morona Santiago,En vigencia,1285
1286,Pastaza,En vigencia,1286
1287,Carchi,En vigencia,1287
1288,Pichincha,En vigencia,1288
1289,Chimborazo,En vigencia,1289
1290,Cañar,En vigencia,1290
1291,Pichincha,En vigencia,1291
1292,Manabí,En vigencia,1292
1293,Chimborazo,En vigencia,1293
1294,Esmeraldas,En vigencia,1294
1295,Pastaza,En vigencia,1295
1296,Los Ríos,En vigencia,1296
1297,Pichincha,En vigencia,1297
1298,El Oro,En vigencia,1298
1299,Pichincha,En vigencia,1299
1300,Pichincha,En vigencia,1300
1301,Azuay,En vigencia,1301
1302,Sucumbíos,En vigencia,1302
1303,Sucumbíos,En vigencia,1303
1304,Bolívar,En vigencia,1304
1305,Guayas,En vigencia,1305
1306,Pichincha,En vigencia,1306
1307,Los Ríos,En vigencia,1307
1308,Loja,En vigencia,1308
1309,Pichincha,En vigencia,1309
1310,Esmeraldas,En vigencia,1310
1311,Napo,En vigencia,1311
1312,Pichincha,En vigencia,1312
1313,Cotopaxi,En vigencia,1313
1314,Morona Santiago,En vigencia,1314
1315,Zamora Chinchipe,En vigencia,1315
1316,Imbabura,En vigencia,1316
1317,Los Ríos,No existe,1317
1318,Pichincha,En vigencia,1318
1319,Loja,En vigencia,1319
1320,Chimborazo,En vigencia,1320
1321,Guayas,En vigencia,1321
1322,Bolívar,En vigencia,1322
1323,Morona Santiago,En vigencia,1323
1324,Sucumbíos,En vigencia,1324
1325,Pichincha,En vigencia,1325
1326,Imbabura,En vigencia,1326
1327,Morona Santiago,En vigencia,1327
1328,Orellana,En vigencia,1328
1329,Galapagos,En vigencia,1329
1330,Zamora Chinchipe,En vigencia,1330
1331,Pichincha,En vigencia,1331
1332,Pichincha,En vigencia,1332
1333,Loja,En vigencia,1333
1334,Los Ríos,En vigencia,1334
1335,Napo,En vigencia,1335
1336,Loja,En vigencia,1336
1337,Tungurahua,En vigencia,1337
1338,Los Ríos,En vigencia,1338
1339,Loja,En vigencia,1339
1340,Manabí,En vigencia,1340
1341,Tungurahua,En vigencia,1341
1342,Pichincha,En vigencia,1342
1343,Pichincha,En vigencia,1343
1344,Cotopaxi,En vigencia,1344
1345,Pichincha,En vigencia,1345
1346,Orellana,En vigencia,1346
1347,Santa Elena,En vigencia,1347
1348,Sucumbíos,En vigencia,1348
1349,Zamora Chinchipe,En vigencia,1349
1350,Guayas,En vigencia,1350
1351,Pichincha,En vigencia,1351
1352,El Oro,En vigencia,1352
1353,Sucumbíos,En vigencia,1353
1354,Pichincha,En vigencia,1354
1355,Guayas,En vigencia,1355
1356,Sucumbíos,En vigencia,1356
1357,Carchi,En vigencia,1357
1358,Pichincha,En vigencia,1358
1359,Orellana,En vigencia,1359
1360,Cañar,En vigencia,1360
1361,Guayas,En vigencia,1361
1362,Bolívar,En vigencia,1362
1363,Santo Domingo de los Tsáchilas,En vigencia,1363
1364,Cañar,En vigencia,1364
1365,Carchi,En vigencia,1365
1366,Loja,En vigencia,1366
1367,Pastaza,En vigencia,1367
1368,Pastaza,En vigencia,1368
1369,Imbabura,En vigencia,1369
1370,Zamora Chinchipe,En vigencia,1370
1371,Pichincha,En vigencia,1371
1372,El Oro,En vigencia,1372
1373,Azuay,En vigencia,1373
1374,Orellana,En vigencia,1374
1375,Santo Domingo de los Tsáchilas,En vigencia,1375
1376,Sucumbíos,En vigencia,1376
1377,Pichincha,En vigencia,1377
1378,Carchi,En vigencia,1378
1379,Napo,En vigencia,1379
1380,Pichincha,En vigencia,1380
1381,Napo,En vigencia,1381
1382,Manabí,En vigencia,1382
1383,Azuay,En vigencia,1383
1384,Azuay,En vigencia,1384
1385,Zamora Chinchipe,En vigencia,1385
1386,Cañar,En vigencia,1386
1387,Cotopaxi,En vigencia,1387
1388,Azuay,En vigencia,1388
1389,Chimborazo,En vigencia,1389
1390,Zamora Chinchipe,En vigencia,1390
1391,Pichincha,En vigencia,1391
1392,Morona Santiago,En vigencia,1392
1393,Pichincha,En vigencia,1393
1394,Pastaza,En vigencia,1394
1395,Cañar,En vigencia,1395
1396,Manabí,En vigencia,1396
1397,Loja,En vigencia,1397
1398,Zamora Chinchipe,En vigencia,1398
1399,Pichincha,En vigencia,1399
1400,Guayas,En vigencia,1400
1401,Carchi,En vigencia,1401
1402,Tungurahua,En vigencia,1402
1403,Napo,En vigencia,1403
1404,Sucumbíos,En vigencia,1404
1405,Pichincha,En vigencia,1405
1406,Pichincha,En vigencia,1406
1407,Pichincha,En vigencia,1407
1408,Los Ríos,No existe,1408
1409,Galapagos,En vigencia,1409
1410,Esmeraldas,En vigencia,1410
1411,Napo,En vigencia,1411
1412,Azuay,En vigencia,1412
1413,Pichincha,En vigencia,1413
1414,Pichincha,En vigencia,1414
1415,Pastaza,No existe,1415
1416,Zamora Chinchipe,En vigencia,1416
1417,Santa Elena,En vigencia,1417
1418,Loja,En vigencia,1418
1419,Loja,En vigencia,1419
1420,Pastaza,En vigencia,1420
1421,Pichincha,En vigencia,1421
1422,Azuay,En vigencia,1422
1423,Pichincha,En vigencia,1423
1424,Cañar,En vigencia,1424
1425,Carchi,En vigencia,1425
1426,Santo Domingo de los Tsáchilas,En vigencia,1426
1427,Sucumbíos,En vigencia,1427
1428,Guayas,En vigencia,1428
1429,Pichincha,En vigencia,1429
1430,Napo,En vigencia,1430
1431,Esmeraldas,En vigencia,1431
1432,Pichincha,En vigencia,1432
1433,Azuay,En vigencia,1433
1434,Tungurahua,En vigencia,1434
1435,Chimborazo,En vigencia,1435
1436,Morona Santiago,En vigencia,1436
1437,Cañar,En vigencia,1437
1438,Zamora Chinchipe,En vigencia,1438
1439,Loja,En vigencia,1439
1440,Cotopaxi,En vigencia,1440
1441,Chimborazo,En vigencia,1441
1442,Chimborazo,En vigencia,1442
1443,Pichincha,No existe,1443
1444,Chimborazo,En vigencia,1444
1445,Cañar,En vigencia,1445
1446,Tungurahua,En vigencia,1446
1447,Sucumbíos,En vigencia,1447
1448,Guayas,En vigencia,1448
1449,Pastaza,En vigencia,1449
1450,Esmeraldas,No existe,1450
1451,Sucumbíos,En vigencia,1451
1452,Loja,En vigencia,1452
1453,Loja,En vigencia,1453
1454,Imbabura,En vigencia,1454
1455,Pichincha,En vigencia,1455
1456,Orellana,En vigencia,1456
1457,Cañar,En vigencia,1457
1458,Chimborazo,En vigencia,1458
1459,Azuay,En vigencia,1459
1460,Zamora Chinchipe,En vigencia,1460
1461,Los Ríos,En vigencia,1461
1462,Pichincha,En vigencia,1462
1463,Napo,En vigencia,1463
1464,Azuay,En vigencia,1464
1465,Tungurahua,En vigencia,1465
1466,Guayas,En vigencia,1466
1467,Guayas,En vigencia,1467
1468,Carchi,En vigencia,1468
1469,Chimborazo,En vigencia,1469
1470,Napo,En vigencia,1470
1471,Napo,En vigencia,1471
1472,Pichincha,En vigencia,1472
1473,Guayas,En vigencia,1473
1474,Pastaza,En vigencia,1474
1475,Galapagos,En vigencia,1475
1476,Tungurahua,En vigencia,1476
1477,Pichincha,En vigencia,1477
1478,Pichincha,En vigencia,1478
1479,Bolívar,En vigencia,1479
1480,Cotopaxi,En vigencia,1480
1481,Bolívar,En vigencia,1481
1482,Pichincha,En vigencia,1482
1483,Imbabura,En vigencia,1483
1484,Cotopaxi,En vigencia,1484
1485,El Oro,En vigencia,1485
1486,Pichincha,En vigencia,1486
1487,Pichincha,En vigencia,1487
1488,Pichincha,En vigencia,1488
1489,Guayas,En vigencia,1489
1490,Cotopaxi,En vigencia,1490
1491,Cañar,En vigencia,1491
1492,Tungurahua,En vigencia,1492
1493,Esmeraldas,En vigencia,1493
1494,Los Ríos,En vigencia,1494
1495,Pichincha,En vigencia,1495
1496,Pichincha,En vigencia,1496
1497,Pichincha,En vigencia,1497
1498,Galapagos,En vigencia,1498
1499,Zamora Chinchipe,En vigencia,1499
1500,Sucumbíos,En vigencia,1500
1501,El Oro,No existe,1501
1502,Loja,En vigencia,1502
1503,Imbabura,En vigencia,1503
1504,Pichincha,En vigencia,1504
1505,Pichincha,No existe,1505
1506,Manabí,En vigencia,1506
1507,Azuay,En vigencia,1507
1508,Pichincha,En vigencia,1508
1509,Napo,En vigencia,1509
1510,Imbabura,En vigencia,1510
1511,Pichincha,En vigencia,1511
1512,Pichincha,En vigencia,1512
1513,Orellana,En vigencia,1513
1514,Santo Domingo de los Tsáchilas,En vigencia,1514
1515,Pichincha,En vigencia,1515
1516,Santa Elena,En vigencia,1516
1517,Orellana,En vigencia,1517
1518,Guayas,En vigencia,1518
1519,Pichincha,En vigencia,1519
1520,Galapagos,En vigencia,1520
1521,Chimborazo,En vigencia,1521
1522,Pichincha,En vigencia,1522
1523,Guayas,En vigencia,1523
1524,Guayas,En vigencia,1524
1525,Pichincha,En vigencia,1525
1526,Manabí,En vigencia,1526
1527,Loja,En vigencia,1527
1528,Orellana,En vigencia,1528
1529,Bolívar,En vigencia,1529
1530,Cotopaxi,En vigencia,1530
1531,Morona Santiago,En vigencia,1531
1532,Carchi,En vigencia,1532
1533,Tungurahua,En vigencia,1533
1534,Pichincha,En vigencia,1534
1535,Guayas,No existe,1535
1536,Cotopaxi,En vigencia,1536
1537,Pichincha,En vigencia,1537
1538,Imbabura,En vigencia,1538
1539,Orellana,En vigencia,1539
1540,Galapagos,En vigencia,1540
1541,Chimborazo,En vigencia,1541
1542,Guayas,En vigencia,1542
1543,Santo Domingo de los Tsáchilas,En vigencia,1543
1544,Pichincha,En vigencia,1544
1545,Carchi,En vigencia,1545
1546,Morona Santiago,En vigencia,1546
1547,El Oro,En vigencia,1547
1548,Pichincha,En vigencia,1548
1549,Pichincha,En vigencia,1549
1550,Pichincha,En vigencia,1550
1551,Pichincha,En vigencia,1551
1552,Sucumbíos,En vigencia,1552
1553,Chimborazo,En vigencia,1553
1554,Napo,En vigencia,1554
1555,El Oro,En vigencia,1555
1556,Orellana,En vigencia,1556
1557,Esmeraldas,En vigencia,1557
1558,Imbabura,En vigencia,1558
1559,Pastaza,En vigencia,1559
1560,Guayas,En vigencia,1560
1561,Pichincha,En vigencia,1561
1562,Guayas,En vigencia,1562
1563,Guayas,En vigencia,1563
1564,Morona Santiago,En vigencia,1564
1565,Tungurahua,No existe,1565
1566,Tungurahua,No existe,1566
1567,Morona Santiago,En vigencia,1567
1568,Pastaza,En vigencia,1568
1569,Morona Santiago,En vigencia,1569
1570,Zamora Chinchipe,En vigencia,1570
1571,Sucumbíos,En vigencia,1571
1572,Manabí,En vigencia,1572
1573,Sucumbíos,En vigencia,1573
1574,Santo Domingo de los Tsáchilas,En vigencia,1574
1575,Santa Elena,En vigencia,1575
1576,El Oro,En vigencia,1576
1577,Orellana,En vigencia,1577
1578,Guayas,En vigencia,1578
1579,Los Ríos,En vigencia,1579
1580,Manabí,En vigencia,1580
1581,Pichincha,En vigencia,1581
1582,Pichincha,En vigencia,1582
1583,El Oro,En vigencia,1583
1584,Galapagos,En vigencia,1584
1585,Esmeraldas,En vigencia,1585
1586,Cotopaxi,En vigencia,1586
1587,Santa Elena,En vigencia,1587
1588,Galapagos,En vigencia,1588
1589,Santo Domingo de los Tsáchilas,En vigencia,1589
1590,Morona Santiago,En vigencia,1590
1591,Guayas,En vigencia,1591
1592,Carchi,En vigencia,1592
1593,Loja,En vigencia,1593
1594,Imbabura,En vigencia,1594
1595,Pastaza,En vigencia,1595
1596,Pichincha,En vigencia,1596
1597,Zamora Chinchipe,En vigencia,1597
1598,Pichincha,En vigencia,1598
1599,Orellana,En vigencia,1599
1600,Santa Elena,En vigencia,1600
1601,Manabí,En vigencia,1601
1602,Guayas,En vigencia,1602
1603,Cañar,En vigencia,1603
1604,Chimborazo,En vigencia,1604
1605,Pichincha,En vigencia,1605
1606,Galapagos,En vigencia,1606
1607,Carchi,En vigencia,1607
1608,Santo Domingo de los Tsáchilas,En vigencia,1608
1609,Pichincha,En vigencia,1609
1610,Manabí,En vigencia,1610
1611,Pastaza,En vigencia,1611
1612,Cotopaxi,En vigencia,1612
1613,Tungurahua,En vigencia,1613
1614,Pichincha,En vigencia,1614
1615,Cotopaxi,En vigencia,1615
1616,Pichincha,En vigencia,1616
1617,Sucumbíos,No existe,1617
1618,Napo,En vigencia,1618
1619,Napo,En vigencia,1619
