nbr_hab_id,var_hab_descripcion,nbr_upc_id,nbr_pol_id
1223,Barrial,1223,1223
1224,Barrial,1224,1224
1225,Barrial,1225,1225
1226,Barrial,1226,1226
1227,Barrial,1227,1227
1228,Barrial,1228,1228
1229,Barrial,1229,1229
1230,Barrial,1230,1230
1231,Barrial,1231,1231
1232,Barrial,1232,1232
1233,Barrial,1233,1233
1234,Barrial,1234,1234
1235,Barrial,1235,1235
1236,Barrial,1236,1236
1237,Movil,1237,1237
1238,Movil,1238,1238
1239,Barrial,1239,1239
1240,Barrial,1240,1240
1241,Barrial,1241,1241
1242,Barrial,1242,1242
1243,Barrial,1243,1243
1244,Barrial,1244,1244
1245,Barrial,1245,1245
1246,Barrial,1246,1246
1247,Barrial,1247,1247
1248,Barrial,1248,1248
1249,Barrial,1249,1249
1250,Movil,1250,1250
1251,Barrial,1251,1251
1252,Barrial,1252,1252
1253,Barrial,1253,1253
1254,Barrial,1254,1254
1255,Barrial,1255,1255
1256,Barrial,1256,1256
1257,Barrial,1257,1257
1258,Barrial,1258,1258
1259,Barrial,1259,1259
1260,Barrial,1260,1260
1261,Barrial,1261,1261
1262,Barrial,1262,1262
1263,Movil,1263,1263
1264,Barrial,1264,1264
1265,Barrial,1265,1265
1266,Barrial,1266,1266
1267,Barrial,1267,1267
1268,Barrial,1268,1268
1269,Barrial,1269,1269
1270,Movil,1270,1270
1271,Barrial,1271,1271
1272,Barrial,1272,1272
1273,Barrial,1273,1273
1274,Barrial,1274,1274
1275,Barrial,1275,1275
1276,Barrial,1276,1276
1277,Barrial,1277,1277
1278,Barrial,1278,1278
1279,Barrial,1279,1279
1280,Barrial,1280,1280
1281,Barrial,1281,1281
1282,Movil,1282,1282
1283,Barrial,1283,1283
1284,Barrial,1284,1284
1285,Barrial,1285,1285
1286,Barrial,1286,1286
1287,Barrial,1287,1287
1288,Barrial,1288,1288
1289,Barrial,1289,1289
1290,Barrial,1290,1290
1291,Barrial,1291,1291
1292,Barrial,1292,1292
1293,Barrial,1293,1293
1294,Barrial,1294,1294
1295,Barrial,1295,1295
1296,Movil,1296,1296
1297,Barrial,1297,1297
1298,Barrial,1298,1298
1299,Movil,1299,1299
1300,Barrial,1300,1300
1301,Barrial,1301,1301
1302,Movil,1302,1302
1303,Barrial,1303,1303
1304,Barrial,1304,1304
1305,Barrial,1305,1305
1306,Barrial,1306,1306
1307,Movil,1307,1307
1308,Barrial,1308,1308
1309,Movil,1309,1309
1310,Barrial,1310,1310
1311,Barrial,1311,1311
1312,Barrial,1312,1312
1313,Barrial,1313,1313
1314,Barrial,1314,1314
1315,Barrial,1315,1315
1316,Movil,1316,1316
1317,Barrial,1317,1317
1318,Barrial,1318,1318
1319,Barrial,1319,1319
1320,Barrial,1320,1320
1321,Barrial,1321,1321
1322,Barrial,1322,1322
1323,Barrial,1323,1323
1324,Barrial,1324,1324
1325,Barrial,1325,1325
1326,Movil,1326,1326
1327,Barrial,1327,1327
1328,Movil,1328,1328
1329,Movil,1329,1329
1330,Movil,1330,1330
1331,Barrial,1331,1331
1332,Barrial,1332,1332
1333,Barrial,1333,1333
1334,Barrial,1334,1334
1335,Barrial,1335,1335
1336,Barrial,1336,1336
1337,Barrial,1337,1337
1338,Barrial,1338,1338
1339,Barrial,1339,1339
1340,Barrial,1340,1340
1341,Barrial,1341,1341
1342,Barrial,1342,1342
1343,Barrial,1343,1343
1344,Barrial,1344,1344
1345,Barrial,1345,1345
1346,Barrial,1346,1346
1347,Movil,1347,1347
1348,Barrial,1348,1348
1349,Barrial,1349,1349
1350,Barrial,1350,1350
1351,Barrial,1351,1351
1352,Barrial,1352,1352
1353,Barrial,1353,1353
1354,Barrial,1354,1354
1355,Barrial,1355,1355
1356,Movil,1356,1356
1357,Barrial,1357,1357
1358,Barrial,1358,1358
1359,Barrial,1359,1359
1360,Barrial,1360,1360
1361,Barrial,1361,1361
1362,Movil,1362,1362
1363,Barrial,1363,1363
1364,Movil,1364,1364
1365,Barrial,1365,1365
1366,Movil,1366,1366
1367,Barrial,1367,1367
1368,Movil,1368,1368
1369,Barrial,1369,1369
1370,Movil,1370,1370
1371,Barrial,1371,1371
1372,Barrial,1372,1372
1373,Movil,1373,1373
1374,Barrial,1374,1374
1375,Barrial,1375,1375
1376,Barrial,1376,1376
1377,Barrial,1377,1377
1378,Barrial,1378,1378
1379,Barrial,1379,1379
1380,Movil,1380,1380
1381,Barrial,1381,1381
1382,Barrial,1382,1382
1383,Movil,1383,1383
1384,Barrial,1384,1384
1385,Barrial,1385,1385
1386,Barrial,1386,1386
1387,Barrial,1387,1387
1388,Barrial,1388,1388
1389,Barrial,1389,1389
1390,Barrial,1390,1390
1391,Barrial,1391,1391
1392,Barrial,1392,1392
1393,Barrial,1393,1393
1394,Barrial,1394,1394
1395,Barrial,1395,1395
1396,Barrial,1396,1396
1397,Barrial,1397,1397
1398,Barrial,1398,1398
1399,Barrial,1399,1399
1400,Barrial,1400,1400
1401,Barrial,1401,1401
1402,Barrial,1402,1402
1403,Barrial,1403,1403
1404,Barrial,1404,1404
1405,Barrial,1405,1405
1406,Barrial,1406,1406
1407,Barrial,1407,1407
1408,Barrial,1408,1408
1409,Barrial,1409,1409
1410,Barrial,1410,1410
1411,Movil,1411,1411
1412,Barrial,1412,1412
1413,Barrial,1413,1413
1414,Barrial,1414,1414
1415,Barrial,1415,1415
1416,Movil,1416,1416
1417,Barrial,1417,1417
1418,Barrial,1418,1418
1419,Barrial,1419,1419
1420,Barrial,1420,1420
1421,Barrial,1421,1421
1422,Movil,1422,1422
1423,Barrial,1423,1423
1424,Movil,1424,1424
1425,Barrial,1425,1425
1426,Barrial,1426,1426
1427,Barrial,1427,1427
1428,Barrial,1428,1428
1429,Barrial,1429,1429
1430,Barrial,1430,1430
1431,Barrial,1431,1431
1432,Barrial,1432,1432
1433,Barrial,1433,1433
1434,Barrial,1434,1434
1435,Barrial,1435,1435
1436,Barrial,1436,1436
1437,Barrial,1437,1437
1438,Movil,1438,1438
1439,Barrial,1439,1439
1440,Movil,1440,1440
1441,Barrial,1441,1441
1442,Barrial,1442,1442
1443,Barrial,1443,1443
1444,Barrial,1444,1444
1445,Barrial,1445,1445
1446,Movil,1446,1446
1447,Barrial,1447,1447
1448,Movil,1448,1448
1449,Barrial,1449,1449
1450,Movil,1450,1450
1451,Barrial,1451,1451
1452,Barrial,1452,1452
1453,Barrial,1453,1453
1454,Barrial,1454,1454
1455,Barrial,1455,1455
1456,Barrial,1456,1456
1457,Movil,1457,1457
1458,Movil,1458,1458
1459,Barrial,1459,1459
1460,Barrial,1460,1460
1461,Barrial,1461,1461
1462,Barrial,1462,1462
1463,Barrial,1463,1463
1464,Barrial,1464,1464
1465,Barrial,1465,1465
1466,Barrial,1466,1466
1467,Movil,1467,1467
1468,Movil,1468,1468
1469,Barrial,1469,1469
1470,Barrial,1470,1470
1471,Barrial,1471,1471
1472,Barrial,1472,1472
1473,Barrial,1473,1473
1474,Movil,1474,1474
1475,Barrial,1475,1475
1476,Barrial,1476,1476
1477,Movil,1477,1477
1478,Barrial,1478,1478
1479,Barrial,1479,1479
1480,Barrial,1480,1480
1481,Barrial,1481,1481
1482,Barrial,1482,1482
1483,Barrial,1483,1483
1484,Barrial,1484,1484
1485,Barrial,1485,1485
1486,Barrial,1486,1486
1487,Barrial,1487,1487
1488,Barrial,1488,1488
1489,Barrial,1489,1489
1490,Movil,1490,1490
1491,Barrial,1491,1491
1492,Barrial,1492,1492
1493,Movil,1493,1493
1494,Movil,1494,1494
1495,Barrial,1495,1495
1496,Movil,1496,1496
1497,Barrial,1497,1497
1498,Barrial,1498,1498
1499,Barrial,1499,1499
1500,Barrial,1500,1500
1501,Barrial,1501,1501
1502,Barrial,1502,1502
1503,Barrial,1503,1503
1504,Barrial,1504,1504
1505,Barrial,1505,1505
1506,Movil,1506,1506
1507,Barrial,1507,1507
1508,Barrial,1508,1508
1509,Barrial,1509,1509
1510,Barrial,1510,1510
1511,Barrial,1511,1511
1512,Barrial,1512,1512
1513,Barrial,1513,1513
1514,Barrial,1514,1514
1515,Barrial,1515,1515
1516,Barrial,1516,1516
1517,Barrial,1517,1517
1518,Barrial,1518,1518
1519,Barrial,1519,1519
1520,Barrial,1520,1520
1521,Barrial,1521,1521
1522,Barrial,1522,1522
1523,Movil,1523,1523
1524,Movil,1524,1524
1525,Barrial,1525,1525
1526,Barrial,1526,1526
1527,Barrial,1527,1527
1528,Barrial,1528,1528
1529,Barrial,1529,1529
1530,Barrial,1530,1530
1531,Barrial,1531,1531
1532,Barrial,1532,1532
1533,Barrial,1533,1533
1534,Barrial,1534,1534
1535,Barrial,1535,1535
1536,Barrial,1536,1536
1537,Barrial,1537,1537
1538,Barrial,1538,1538
1539,Barrial,1539,1539
1540,Barrial,1540,1540
1541,Barrial,1541,1541
1542,Barrial,1542,1542
1543,Movil,1543,1543
1544,Barrial,1544,1544
1545,Barrial,1545,1545
1546,Barrial,1546,1546
1547,Barrial,1547,1547
1548,Barrial,1548,1548
1549,Barrial,1549,1549
1550,Barrial,1550,1550
1551,Barrial,1551,1551
1552,Barrial,1552,1552
1553,Barrial,1553,1553
1554,Barrial,1554,1554
1555,Barrial,1555,1555
1556,Barrial,1556,1556
1557,Barrial,1557,1557
1558,Barrial,1558,1558
1559,Barrial,1559,1559
1560,Barrial,1560,1560
1561,Barrial,1561,1561
1562,Barrial,1562,1562
1563,Barrial,1563,1563
1564,Barrial,1564,1564
1565,Barrial,1565,1565
1566,Barrial,1566,1566
1567,Barrial,1567,1567
1568,Barrial,1568,1568
1569,Barrial,1569,1569
1570,Movil,1570,1570
1571,Barrial,1571,1571
1572,Barrial,1572,1572
1573,Barrial,1573,1573
1574,Barrial,1574,1574
1575,Barrial,1575,1575
1576,Barrial,1576,1576
1577,Movil,1577,1577
1578,Movil,1578,1578
1579,Barrial,1579,1579
1580,Barrial,1580,1580
1581,Movil,1581,1581
1582,Barrial,1582,1582
1583,Barrial,1583,1583
1584,Barrial,1584,1584
1585,Barrial,1585,1585
1586,Barrial,1586,1586
1587,Barrial,1587,1587
1588,Barrial,1588,1588
1589,Barrial,1589,1589
1590,Barrial,1590,1590
1591,Barrial,1591,1591
1592,Movil,1592,1592
1593,Movil,1593,1593
1594,Barrial,1594,1594
1595,Barrial,1595,1595
1596,Barrial,1596,1596
1597,Barrial,1597,1597
1598,Barrial,1598,1598
1599,Barrial,1599,1599
1600,Barrial,1600,1600
1601,Barrial,1601,1601
1602,Barrial,1602,1602
1603,Barrial,1603,1603
1604,Movil,1604,1604
1605,Barrial,1605,1605
1606,Barrial,1606,1606
1607,Barrial,1607,1607
1608,Barrial,1608,1608
1609,Barrial,1609,1609
1610,Barrial,1610,1610
1611,Barrial,1611,1611
1612,Barrial,1612,1612
1613,Barrial,1613,1613
1614,Barrial,1614,1614
1615,Barrial,1615,1615
1616,Barrial,1616,1616
1617,Barrial,1617,1617
1618,Barrial,1618,1618
1619,Barrial,1619,1619
1620,Barrial,1620,1620
1621,Barrial,1621,1621
1622,Movil,1622,1622
1623,Barrial,1623,1623
1624,Barrial,1624,1624
1625,Barrial,1625,1625
1626,Movil,1626,1626
1627,Movil,1627,1627
1628,Barrial,1628,1628
1629,Barrial,1629,1629
1630,Barrial,1630,1630
1631,Movil,1631,1631
1632,Movil,1632,1632
1633,Movil,1633,1633
1634,Barrial,1634,1634
1635,Barrial,1635,1635
1636,Barrial,1636,1636
1637,Barrial,1637,1637
1638,Barrial,1638,1638
1639,Barrial,1639,1639
1640,Barrial,1640,1640
1641,Movil,1641,1641
1642,Barrial,1642,1642
1643,Barrial,1643,1643
1644,Barrial,1644,1644
1645,Barrial,1645,1645
1646,Barrial,1646,1646
1647,Barrial,1647,1647
1648,Barrial,1648,1648
1649,Barrial,1649,1649
1650,Barrial,1650,1650
1651,Barrial,1651,1651
1652,Barrial,1652,1652
1653,Barrial,1653,1653
1654,Barrial,1654,1654
1655,Barrial,1655,1655
1656,Barrial,1656,1656
1657,Movil,1657,1657
1658,Barrial,1658,1658
1659,Barrial,1659,1659
1660,Barrial,1660,1660
1661,Barrial,1661,1661
1662,Barrial,1662,1662
1663,Barrial,1663,1663
1664,Barrial,1664,1664
1665,Barrial,1665,1665
1666,Barrial,1666,1666
1667,Barrial,1667,1667
1668,Barrial,1668,1668
1669,Movil,1669,1669
1670,Barrial,1670,1670
1671,Barrial,1671,1671
1672,Barrial,1672,1672
1673,Barrial,1673,1673
1674,Barrial,1674,1674
1675,Barrial,1675,1675
1676,Movil,1676,1676
1677,Barrial,1677,1677
1678,Barrial,1678,1678
1679,Barrial,1679,1679
1680,Barrial,1680,1680
1681,Barrial,1681,1681
1682,Movil,1682,1682
1683,Movil,1683,1683
1684,Movil,1684,1684
1685,Barrial,1685,1685
1686,Barrial,1686,1686
1687,Barrial,1687,1687
1688,Barrial,1688,1688
1689,Barrial,1689,1689
1690,Barrial,1690,1690
1691,Barrial,1691,1691
1692,Barrial,1692,1692
1693,Barrial,1693,1693
1694,Barrial,1694,1694
1695,Barrial,1695,1695
1696,Movil,1696,1696
1697,Movil,1697,1697
1698,Barrial,1698,1698
1699,Barrial,1699,1699
1700,Movil,1700,1700
1701,Barrial,1701,1701
1702,Barrial,1702,1702
1703,Movil,1703,1703
1704,Movil,1704,1704
1705,Barrial,1705,1705
1706,Barrial,1706,1706
1707,Movil,1707,1707
1708,Barrial,1708,1708
1709,Barrial,1709,1709
1710,Barrial,1710,1710
1711,Barrial,1711,1711
1712,Barrial,1712,1712
1713,Movil,1713,1713
1714,Barrial,1714,1714
1715,Barrial,1715,1715
1716,Barrial,1716,1716
1717,Movil,1717,1717
1718,Barrial,1718,1718
1719,Barrial,1719,1719
1720,Barrial,1720,1720
1721,Barrial,1721,1721
1722,Barrial,1722,1722
1723,Barrial,1723,1723
1724,Barrial,1724,1724
1725,Movil,1725,1725
1726,Barrial,1726,1726
1727,Barrial,1727,1727
1728,Barrial,1728,1728
1729,Barrial,1729,1729
1730,Movil,1730,1730
1731,Barrial,1731,1731
1732,Movil,1732,1732
1733,Barrial,1733,1733
1734,Barrial,1734,1734
1735,Movil,1735,1735
1736,Barrial,1736,1736
1737,Barrial,1737,1737
1738,Barrial,1738,1738
1739,Barrial,1739,1739
1740,Movil,1740,1740
1741,Barrial,1741,1741
1742,Barrial,1742,1742
1743,Barrial,1743,1743
1744,Barrial,1744,1744
1745,Barrial,1745,1745
1746,Barrial,1746,1746
1747,Barrial,1747,1747
1748,Barrial,1748,1748
1749,Movil,1749,1749
1750,Movil,1750,1750
1751,Barrial,1751,1751
1752,Barrial,1752,1752
1753,Barrial,1753,1753
1754,Barrial,1754,1754
1755,Barrial,1755,1755
1756,Movil,1756,1756
1757,Barrial,1757,1757
1758,Barrial,1758,1758
1759,Barrial,1759,1759
1760,Barrial,1760,1760
1761,Barrial,1761,1761
1762,Barrial,1762,1762
1763,Barrial,1763,1763
1764,Barrial,1764,1764
1765,Barrial,1765,1765
1766,Barrial,1766,1766
1767,Barrial,1767,1767
1768,Barrial,1768,1768
1769,Barrial,1769,1769
1770,Barrial,1770,1770
1771,Barrial,1771,1771
1772,Barrial,1772,1772
1773,Barrial,1773,1773
1774,Barrial,1774,1774
1775,Barrial,1775,1775
1776,Barrial,1776,1776
1777,Barrial,1777,1777
1778,Barrial,1778,1778
1779,Barrial,1779,1779
1780,Barrial,1780,1780
1781,Barrial,1781,1781
1782,Barrial,1782,1782
1783,Barrial,1783,1783
1784,Barrial,1784,1784
1785,Movil,1785,1785
1786,Barrial,1786,1786
1787,Barrial,1787,1787
1788,Barrial,1788,1788
1789,Movil,1789,1789
1790,Barrial,1790,1790
1791,Barrial,1791,1791
1792,Barrial,1792,1792
1793,Movil,1793,1793
1794,Barrial,1794,1794
1795,Barrial,1795,1795
1796,Barrial,1796,1796
1797,Barrial,1797,1797
1798,Barrial,1798,1798
1799,Barrial,1799,1799
1800,Barrial,1800,1800
1801,Movil,1801,1801
1802,Barrial,1802,1802
1803,Barrial,1803,1803
1804,Movil,1804,1804
1805,Barrial,1805,1805
1806,Movil,1806,1806
1807,Barrial,1807,1807
1808,Barrial,1808,1808
1809,Barrial,1809,1809
1810,Barrial,1810,1810
1811,Barrial,1811,1811
1812,Barrial,1812,1812
1813,Barrial,1813,1813
1814,Barrial,1814,1814
1815,Barrial,1815,1815
1816,Barrial,1816,1816
1817,Barrial,1817,1817
1818,Barrial,1818,1818
1819,Barrial,1819,1819
1820,Barrial,1820,1820
1821,Barrial,1821,1821
1822,Barrial,1822,1822
1823,Barrial,1823,1823
1824,Barrial,1824,1824
1825,Barrial,1825,1825
1826,Barrial,1826,1826
1827,Barrial,1827,1827
1828,Barrial,1828,1828
1829,Barrial,1829,1829
1830,Barrial,1830,1830
1831,Barrial,1831,1831
1832,Barrial,1832,1832
1833,Barrial,1833,1833
1834,Barrial,1834,1834
1835,Movil,1835,1835
1836,Barrial,1836,1836
1837,Barrial,1837,1837
1838,Barrial,1838,1838
1839,Movil,1839,1839
1840,Movil,1840,1840
1841,Barrial,1841,1841
1842,Barrial,1842,1842
1843,Barrial,1843,1843
1844,Barrial,1844,1844
1845,Barrial,1845,1845
1846,Barrial,1846,1846
1847,Barrial,1847,1847
1848,Movil,1848,1848
1849,Barrial,1849,1849
1850,Movil,1850,1850
1851,Barrial,1851,1851
1852,Barrial,1852,1852
1853,Barrial,1853,1853
1854,Barrial,1854,1854
1855,Barrial,1855,1855
1856,Barrial,1856,1856
1857,Barrial,1857,1857
1858,Barrial,1858,1858
1859,Barrial,1859,1859
1860,Barrial,1860,1860
1861,Barrial,1861,1861
1862,Movil,1862,1862
1863,Barrial,1863,1863
1864,Barrial,1864,1864
1865,Barrial,1865,1865
1866,Barrial,1866,1866
1867,Barrial,1867,1867
1868,Barrial,1868,1868
1869,Movil,1869,1869
1870,Movil,1870,1870
1871,Barrial,1871,1871
1872,Barrial,1872,1872
1873,Barrial,1873,1873
1874,Barrial,1874,1874
1875,Barrial,1875,1875
1876,Barrial,1876,1876
1877,Barrial,1877,1877
1878,Movil,1878,1878
1879,Barrial,1879,1879
1880,Movil,1880,1880
1881,Barrial,1881,1881
1882,Barrial,1882,1882
1883,Barrial,1883,1883
1884,Barrial,1884,1884
1885,Movil,1885,1885
1886,Barrial,1886,1886
1887,Barrial,1887,1887
1888,Barrial,1888,1888
1889,Barrial,1889,1889
1890,Barrial,1890,1890
1891,Movil,1891,1891
1892,Barrial,1892,1892
1893,Barrial,1893,1893
1894,Barrial,1894,1894
1895,Barrial,1895,1895
1896,Movil,1896,1896
1897,Barrial,1897,1897
1898,Movil,1898,1898
1899,Movil,1899,1899
1900,Barrial,1900,1900
1901,Barrial,1901,1901
1902,Barrial,1902,1902
1903,Barrial,1903,1903
1904,Movil,1904,1904
1905,Barrial,1905,1905
1906,Barrial,1906,1906
1907,Barrial,1907,1907
1908,Barrial,1908,1908
1909,Barrial,1909,1909
1910,Movil,1910,1910
1911,Barrial,1911,1911
1912,Barrial,1912,1912
1913,Barrial,1913,1913
1914,Movil,1914,1914
1915,Barrial,1915,1915
1916,Barrial,1916,1916
1917,Barrial,1917,1917
1918,Barrial,1918,1918
1919,Barrial,1919,1919
1920,Barrial,1920,1920
1921,Barrial,1921,1921
1922,Barrial,1922,1922
1923,Barrial,1923,1923
1924,Barrial,1924,1924
1925,Movil,1925,1925
1926,Movil,1926,1926
1927,Barrial,1927,1927
1928,Barrial,1928,1928
1929,Barrial,1929,1929
1930,Barrial,1930,1930
1931,Barrial,1931,1931
1932,Barrial,1932,1932
1933,Barrial,1933,1933
1934,Barrial,1934,1934
1935,Barrial,1935,1935
1936,Barrial,1936,1936
1937,Barrial,1937,1937
1938,Barrial,1938,1938
1939,Barrial,1939,1939
1940,Barrial,1940,1940
1941,Barrial,1941,1941
1942,Barrial,1942,1942
1943,Barrial,1943,1943
1944,Barrial,1944,1944
1945,Barrial,1945,1945
1946,Barrial,1946,1946
1947,Barrial,1947,1947
1948,Barrial,1948,1948
1949,Barrial,1949,1949
1950,Barrial,1950,1950
1951,Barrial,1951,1951
1952,Barrial,1952,1952
1953,Barrial,1953,1953
1954,Movil,1954,1954
1955,Barrial,1955,1955
1956,Barrial,1956,1956
1957,Barrial,1957,1957
1958,Barrial,1958,1958
1959,Barrial,1959,1959
1960,Barrial,1960,1960
1961,Barrial,1961,1961
1962,Barrial,1962,1962
1963,Barrial,1963,1963
1964,Barrial,1964,1964
1965,Barrial,1965,1965
1966,Barrial,1966,1966
1967,Barrial,1967,1967
1968,Barrial,1968,1968
1969,Movil,1969,1969
1970,Barrial,1970,1970
1971,Barrial,1971,1971
1972,Movil,1972,1972
1973,Barrial,1973,1973
1974,Movil,1974,1974
1975,Barrial,1975,1975
1976,Barrial,1976,1976
1977,Barrial,1977,1977
1978,Barrial,1978,1978
1979,Barrial,1979,1979
1980,Barrial,1980,1980
1981,Barrial,1981,1981
1982,Barrial,1982,1982
1983,Barrial,1983,1983
1984,Barrial,1984,1984
1985,Barrial,1985,1985
1986,Barrial,1986,1986
1987,Barrial,1987,1987
1988,Barrial,1988,1988
1989,Barrial,1989,1989
1990,Barrial,1990,1990
1991,Barrial,1991,1991
1992,Movil,1992,1992
1993,Barrial,1993,1993
1994,Barrial,1994,1994
1995,Movil,1995,1995
1996,Barrial,1996,1996
1997,Barrial,1997,1997
1998,Barrial,1998,1998
1999,Barrial,1999,1999
2000,Barrial,2000,2000
2001,Movil,2001,2001
2002,Barrial,2002,2002
2003,Barrial,2003,2003
2004,Barrial,2004,2004
2005,Movil,2005,2005
2006,Barrial,2006,2006
2007,Barrial,2007,2007
2008,Barrial,2008,2008
2009,Barrial,2009,2009
2010,Barrial,2010,2010
2011,Barrial,2011,2011
2012,Barrial,2012,2012
2013,Barrial,2013,2013
2014,Barrial,2014,2014
2015,Barrial,2015,2015
2016,Barrial,2016,2016
2017,Barrial,2017,2017
2018,Barrial,2018,2018
2019,Barrial,2019,2019
2020,Barrial,2020,2020
2021,Barrial,2021,2021
2022,Barrial,2022,2022
2023,Barrial,2023,2023
2024,Barrial,2024,2024
2025,Barrial,2025,2025
2026,Barrial,2026,2026
2027,Movil,2027,2027
2028,Movil,2028,2028
2029,Barrial,2029,2029
2030,Barrial,2030,2030
2031,Barrial,2031,2031
2032,Barrial,2032,2032
2033,Barrial,2033,2033
2034,Barrial,2034,2034
2035,Barrial,2035,2035
2036,Barrial,2036,2036
2037,Barrial,2037,2037
2038,Barrial,2038,2038
2039,Barrial,2039,2039
2040,Barrial,2040,2040
2041,Barrial,2041,2041
2042,Barrial,2042,2042
2043,Movil,2043,2043
2044,Movil,2044,2044
2045,Barrial,2045,2045
2046,Barrial,2046,2046
2047,Barrial,2047,2047
2048,Barrial,2048,2048
2049,Movil,2049,2049
2050,Barrial,2050,2050
2051,Barrial,2051,2051
2052,Movil,2052,2052
2053,Barrial,2053,2053
2054,Movil,2054,2054
2055,Barrial,2055,2055
2056,Movil,2056,2056
2057,Barrial,2057,2057
2058,Barrial,2058,2058
2059,Barrial,2059,2059
2060,Barrial,2060,2060
2061,Barrial,2061,2061
2062,Barrial,2062,2062
2063,Barrial,2063,2063
2064,Movil,2064,2064
2065,Barrial,2065,2065
2066,Barrial,2066,2066
2067,Barrial,2067,2067
2068,Barrial,2068,2068
2069,Barrial,2069,2069
2070,Barrial,2070,2070
2071,Barrial,2071,2071
2072,Movil,2072,2072
2073,Barrial,2073,2073
2074,Barrial,2074,2074
2075,Barrial,2075,2075
2076,Barrial,2076,2076
2077,Barrial,2077,2077
2078,Barrial,2078,2078
2079,Barrial,2079,2079
2080,Barrial,2080,2080
2081,Barrial,2081,2081
2082,Barrial,2082,2082
2083,Barrial,2083,2083
2084,Barrial,2084,2084
2085,Barrial,2085,2085
2086,Barrial,2086,2086
2087,Barrial,2087,2087
2088,Barrial,2088,2088
2089,Barrial,2089,2089
2090,Barrial,2090,2090
2091,Movil,2091,2091
2092,Barrial,2092,2092
2093,Barrial,2093,2093
2094,Barrial,2094,2094
2095,Barrial,2095,2095
2096,Barrial,2096,2096
2097,Barrial,2097,2097
2098,Movil,2098,2098
2099,Barrial,2099,2099
2100,Barrial,2100,2100
2101,Barrial,2101,2101
2102,Barrial,2102,2102
2103,Barrial,2103,2103
2104,Barrial,2104,2104
2105,Barrial,2105,2105
2106,Barrial,2106,2106
2107,Barrial,2107,2107
2108,Barrial,2108,2108
2109,Barrial,2109,2109
2110,Movil,2110,2110
2111,Barrial,2111,2111
2112,Barrial,2112,2112
2113,Barrial,2113,2113
2114,Barrial,2114,2114
2115,Barrial,2115,2115
2116,Barrial,2116,2116
2117,Movil,2117,2117
2118,Barrial,2118,2118
2119,Barrial,2119,2119
2120,Barrial,2120,2120
2121,Barrial,2121,2121
2122,Barrial,2122,2122
2123,Barrial,2123,2123
2124,Barrial,2124,2124
2125,Barrial,2125,2125
2126,Movil,2126,2126
2127,Barrial,2127,2127
2128,Barrial,2128,2128
2129,Barrial,2129,2129
2130,Barrial,2130,2130
2131,Barrial,2131,2131
2132,Barrial,2132,2132
2133,Barrial,2133,2133
2134,Barrial,2134,2134
2135,Barrial,2135,2135
2136,Barrial,2136,2136
2137,Barrial,2137,2137
2138,Barrial,2138,2138
2139,Barrial,2139,2139
2140,Movil,2140,2140
2141,Barrial,2141,2141
2142,Barrial,2142,2142
2143,Barrial,2143,2143
2144,Barrial,2144,2144
2145,Barrial,2145,2145
2146,Barrial,2146,2146
2147,Barrial,2147,2147
2148,Barrial,2148,2148
2149,Barrial,2149,2149
2150,Barrial,2150,2150
2151,Movil,2151,2151
2152,Barrial,2152,2152
2153,Barrial,2153,2153
2154,Barrial,2154,2154
2155,Barrial,2155,2155
2156,Barrial,2156,2156
2157,Barrial,2157,2157
2158,Barrial,2158,2158
2159,Barrial,2159,2159
2160,Movil,2160,2160
2161,Barrial,2161,2161
2162,Barrial,2162,2162
2163,Barrial,2163,2163
2164,Barrial,2164,2164
2165,Barrial,2165,2165
2166,Barrial,2166,2166
2167,Barrial,2167,2167
2168,Movil,2168,2168
2169,Barrial,2169,2169
2170,Movil,2170,2170
2171,Movil,2171,2171
2172,Barrial,2172,2172
2173,Barrial,2173,2173
2174,Barrial,2174,2174
2175,Barrial,2175,2175
2176,Barrial,2176,2176
2177,Barrial,2177,2177
2178,Barrial,2178,2178
2179,Barrial,2179,2179
2180,Barrial,2180,2180
2181,Barrial,2181,2181
2182,Movil,2182,2182
2183,Barrial,2183,2183
2184,Barrial,2184,2184
2185,Barrial,2185,2185
2186,Movil,2186,2186
2187,Barrial,2187,2187
2188,Barrial,2188,2188
2189,Barrial,2189,2189
2190,Movil,2190,2190
2191,Barrial,2191,2191
2192,Barrial,2192,2192
2193,Barrial,2193,2193
2194,Movil,2194,2194
2195,Barrial,2195,2195
2196,Barrial,2196,2196
2197,Barrial,2197,2197
2198,Barrial,2198,2198
2199,Barrial,2199,2199
2200,Barrial,2200,2200
2201,Barrial,2201,2201
2202,Barrial,2202,2202
2203,Barrial,2203,2203
2204,Barrial,2204,2204
2205,Barrial,2205,2205
2206,Barrial,2206,2206
2207,Barrial,2207,2207
2208,Barrial,2208,2208
2209,Barrial,2209,2209
2210,Barrial,2210,2210
2211,Barrial,2211,2211
2212,Barrial,2212,2212
2213,Barrial,2213,2213
2214,Barrial,2214,2214
2215,Barrial,2215,2215
2216,Barrial,2216,2216
2217,Barrial,2217,2217
2218,Barrial,2218,2218
2219,Barrial,2219,2219
2220,Barrial,2220,2220
2221,Barrial,2221,2221
2222,Barrial,2222,2222
2223,Barrial,2223,2223
2224,Movil,2224,2224
2225,Barrial,2225,2225
2226,Movil,2226,2226
2227,Barrial,2227,2227
2228,Movil,2228,2228
2229,Barrial,2229,2229
